Name,Total Raised,Total from Small Donors,Percent from Small Donors*,total money raised,party_code,party_full,Total Raised_num,Total from Small Donors_num,pct_small_donors,clean_name,match_score,match_method,first,last,official_full,party,chamber,state,bioguide,twitter,quartile,sample_method,handle_lower,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,nominate_number_of_votes,nominate_abs,state_abbrev,district_code,margin_of_victory,competitive,winner_share,total_votes,terms_served,is_female,age_in_2024
SchakowskyJan Schakowsky (D),$1547043,$153233,9.90%,Raised over $100k,D,Democrat,1547043,153233,9.9,Jan Schakowsky,82.4,auto,Janice,Schakowsky,Janice D. Schakowsky,Democrat,rep,IL,S001145,JanSchakowsky,Q3,full_house,janschakowsky,-0.602,-0.289,-0.435,-0.55,1081.0,0.602,IL,9.0,36.77854250534193,0.0,68.38927125267097,338828.0,14.0,1,80.0
TakanoMark Takano (D),$1281860,$125289,9.77%,Raised over $100k,D,Democrat,1281860,125289,9.77,Mark Takano,100.0,auto,Mark,Takano,Mark Takano,Democrat,rep,CA,T000472,RepMarkTakano,Q3,full_house,repmarktakano,-0.456,-0.331,-0.431,-0.495,1108.0,0.456,CA,39.0,13.377166245754601,0.0,56.688583122877304,229660.0,7.0,0,64.0
ManningKathy Manning (D),$428505,$41882,9.77%,Raised over $100k,D,Democrat,428505,41882,9.77,Gregory F. Murphy,100.0,manual,,,Gregory F. Murphy,Republican,rep,NC,M001210,RepGregMurphy,Q3,full_house,repgregmurphy,0.486,0.132,0.49,0.216,967.0,0.486,NC,3.0,54.7657562468637,0.0,77.38287812343185,320841.0,4.0,0,61.0
GreenMark Green (R),$2140409,$207720,9.70%,Raised over $100k,R,Republican,2140409,207720,9.7,Mark E. Green,100.0,manual,,,Mark E. Green,Republican,rep,TN,G000590,RepMarkGreen,Q3,full_house,repmarkgreen,0.671,0.018,0.653,0.004,1036.0,0.671,TN,7.0,21.455667955965495,0.0,59.503619954378664,322656.0,,0,60.0
LevinMike Levin (D),$5512893,$533760,9.68%,Raised over $100k,D,Democrat,5512893,533760,9.68,Mike Levin,100.0,auto,Mike,Levin,Mike Levin,Democrat,rep,CA,L000593,RepMikeLevin,Q3,full_house,repmikelevin,-0.319,0.161,-0.307,0.15,1118.0,0.319,CA,49.0,4.347067638966351,1.0,52.173533819483175,378347.0,4.0,0,46.0
SorensenEric Sorensen (D),$4999828,$479638,9.59%,Raised over $100k,D,Democrat,4999828,479638,9.59,Eric Sorensen,100.0,auto,Eric,Sorensen,Eric Sorensen,Democrat,rep,IL,S001225,RepEricSorensen,Q3,full_house,repericsorensen,-0.239,0.241,-0.246,0.288,1061.0,0.239,IL,17.0,8.85278811359597,1.0,54.42639405679799,312828.0,2.0,0,48.0
FulcherRuss Fulcher (R),$626646,$59964,9.57%,Raised over $100k,R,Republican,626646,59964,9.57,Russ Fulcher,100.0,auto,Russ,Fulcher,Russ Fulcher,Republican,rep,ID,F000469,RepRussFulcher,Q3,full_house,reprussfulcher,0.648,-0.096,0.671,-0.145,1113.0,0.648,ID,1.0,43.42651394642252,0.0,67.68727790204586,489086.0,4.0,0,62.0
RyanPat Ryan (D),$7966965,$761213,9.55%,Raised over $100k,D,Democrat,7966965,761213,9.55,Pat Ryan,80.0,auto,Patrick,Ryan,Patrick Ryan,Democrat,rep,NY,R000579,RepPatRyanNY,Q3,full_house,reppatryanny,-0.226,0.218,-0.239,0.275,1111.0,0.226,NY,18.0,13.536440173484145,0.0,50.31917042265499,376288.0,3.0,0,42.0
MrvanFrank Mrvan Jr (D),$3182521,$299007,9.40%,Raised over $100k,D,Democrat,3182521,299007,9.4,Frank Mrvan Jr,92.9,auto,Frank,Mrvan,Frank J. Mrvan,Democrat,rep,IN,M001214,RepMrvan,Q3,full_house,repmrvan,-0.305,0.36,-0.323,0.414,1103.0,0.305,IN,1.0,8.493661747071016,1.0,53.44118640443972,322723.0,3.0,0,55.0
PflugerAugust Pfluger (R),$3462839,$320725,9.26%,Raised over $100k,R,Republican,3462839,320725,9.26,August Pfluger,100.0,auto,August,Pfluger,August Pfluger,Republican,rep,TX,P000048,RepPfluger,Q3,full_house,reppfluger,0.634,0.37,0.594,0.308,1114.0,0.634,TX,11.0,100.0,0.0,100.0,211975.0,3.0,0,47.0
DeluzioChristopher Deluzio (D),$5017315,$463798,9.24%,Raised over $100k,D,Democrat,5017315,463798,9.24,Christopher Deluzio,92.7,auto,Chris,Deluzio,Christopher R. Deluzio,Democrat,rep,PA,D000530,RepDeluzio,Q3,full_house,repdeluzio,-0.26,-0.13,-0.239,-0.147,1112.0,0.26,PA,17.0,7.751287887863896,1.0,53.87564394393195,450738.0,2.0,0,40.0
TonkoPaul Tonko (D),$1541765,$141725,9.19%,Raised over $100k,D,Democrat,1541765,141725,9.19,Paul Tonko,100.0,auto,Paul,Tonko,Paul Tonko,Democrat,rep,NY,T000469,RepPaulTonko,Q3,full_house,reppaultonko,-0.416,-0.263,-0.352,-0.293,1110.0,0.416,NY,20.0,20.84590785391319,0.0,53.039063079089765,377748.0,9.0,0,75.0
HoyleVal Hoyle (D),$2636516,$242102,9.18%,Raised over $100k,D,Democrat,2636516,242102,9.18,Val Hoyle,85.7,auto,Valerie,Hoyle,Val T. Hoyle,Democrat,rep,OR,H001094,repvalhoyle,Q3,full_house,repvalhoyle,-0.232,-0.398,-0.226,-0.376,1089.0,0.232,OR,4.0,7.7705173392472915,1.0,51.71069132575607,378765.0,2.0,1,60.0
LandsmanGreg Landsman (D),$3674183,$333673,9.08%,Raised over $100k,D,Democrat,3674183,333673,9.08,Greg Landsman,100.0,auto,Greg,Landsman,Greg Landsman,Democrat,rep,OH,L000601,repgreglandsman,Q3,full_house,repgreglandsman,-0.228,0.242,-0.217,0.204,1072.0,0.228,OH,1.0,9.166158470461255,1.0,54.58307923523063,391909.0,2.0,0,48.0
SchrierKim Schrier (D),$6409926,$563031,8.78%,Raised over $100k,D,Democrat,6409926,563031,8.78,Kim Schrier,100.0,auto,Kim,Schrier,Kim Schrier,Democrat,rep,WA,S001216,RepKimSchrier,Q3,full_house,repkimschrier,-0.276,0.381,-0.26,0.375,1107.0,0.276,WA,8.0,8.151303098657856,1.0,53.95613978192405,416277.0,4.0,1,56.0
FinstadBrad Finstad (R),$1954782,$171280,8.76%,Raised over $100k,R,Republican,1954782,171280,8.76,Brad Finstad,100.0,auto,Brad,Finstad,Brad Finstad,Republican,rep,MN,F000475,RepFinstad,Q3,full_house,repfinstad,0.55,-0.035,0.553,-0.058,1111.0,0.55,MN,1.0,17.095823369111848,0.0,58.508584458197944,377601.0,3.0,0,48.0
NeguseJoseph Neguse (D),$2402305,$210215,8.75%,Raised over $100k,D,Democrat,2402305,210215,8.75,Joseph Neguse,87.0,auto,Joe,Neguse,Joe Neguse,Democrat,rep,CO,N000191,RepJoeNeguse,Q3,full_house,repjoeneguse,-0.434,-0.108,-0.456,0.064,1118.0,0.434,CO,2.0,39.423805731720186,0.0,68.35896648661095,416908.0,4.0,0,40.0
KilmerDerek Kilmer (D),$763029,$66457,8.71%,Raised over $100k,D,Democrat,763029,66457,8.71,Derek Kilmer,100.0,manual,,,Derek Kilmer,Democrat,rep,WA,K000381,RepDerekKilmer,Q3,full_house,repderekkilmer,-0.316,0.005,-0.389,0.206,1108.0,0.316,WA,6.0,13.606721845999495,0.0,56.71427422140825,422622.0,,0,50.0
DunnNeal Dunn (R),$1062453,$91746,8.64%,Raised over $100k,R,Republican,1062453,91746,8.64,Neal Dunn,85.7,auto,Neal,Dunn,Neal P. Dunn,Republican,rep,FL,D000628,DrNealDunnFL2,Q3,full_house,drnealdunnfl2,0.508,0.334,0.502,0.309,1084.0,0.508,FL,2.0,23.27582778164463,0.0,61.63791389082232,402280.0,5.0,0,71.0
GayMary Gay Scanlon (D),$1473876,$124637,8.46%,Raised over $100k,D,Democrat,1473876,124637,8.46,Mary Gay Scanlon,100.0,manual,,,Mary Gay Scanlon,Democrat,rep,PA,S001205,RepMGS,Q3,full_house,repmgs,-0.462,-0.197,-0.449,-0.339,1063.0,0.462,PA,5.0,30.576992945777825,0.0,65.28849647288891,410109.0,5.0,1,65.0
LaturnerJake Laturner (R),$678202,$55749,8.22%,Raised over $100k,R,Republican,678202,55749,8.22,Nicholas A. Langworthy,100.0,manual,,,Nicholas A. Langworthy,Republican,rep,NY,L000600,RepLangworthy,Q3,full_house,replangworthy,0.425,-0.033,0.418,-0.06,1071.0,0.425,NY,23.0,21.510684797835125,0.0,53.80198731958322,397621.0,2.0,0,43.0
CasarGreg Casar (D),$1108368,$90943,8.21%,Raised over $100k,D,Democrat,1108368,90943,8.21,Greg Casar,100.0,auto,Gregorio,Casar,Greg Casar,Democrat,rep,TX,C001131,RepCasar,Q3,full_house,repcasar,-0.423,-0.868,-0.405,-0.872,1100.0,0.423,TX,35.0,34.72635400740363,0.0,67.36317700370181,253119.0,2.0,0,35.0
WenstrupBrad Wenstrup (R),$618722,$50740,8.20%,Raised over $100k,R,Republican,618722,50740,8.2,Brad R. Wenstrup,100.0,manual,,,Brad R. Wenstrup,Republican,rep,OH,W000815,RepBradWenstrup,Q3,full_house,repbradwenstrup,0.527,0.289,0.543,0.397,1111.0,0.527,OH,2.0,47.120806547161955,0.0,73.55985475130001,364616.0,,0,66.0
PettersenBrittany Pettersen (D),$2444027,$200264,8.19%,Raised over $100k,D,Democrat,2444027,200264,8.19,Brittany Pettersen,100.0,auto,Brittany,Pettersen,Brittany Pettersen,Democrat,rep,CO,P000620,reppettersen,Q3,full_house,reppettersen,-0.369,0.311,-0.352,0.321,1111.0,0.369,CO,7.0,14.183056863693345,0.0,55.33023762459914,425966.0,2.0,1,43.0
DelBeneSuzan DelBene (D),$3820057,$310137,8.12%,Raised over $100k,D,Democrat,3820057,310137,8.12,Suzan DelBene,89.7,auto,Suzan,DelBene,Suzan K. DelBene,Democrat,rep,WA,D000617,RepDelBene,Q3,full_house,repdelbene,-0.295,-0.198,-0.36,-0.143,1113.0,0.295,WA,1.0,26.250630791497755,0.0,62.99957300267843,360658.0,8.0,1,62.0
SmithJason Smith (R),$6519602,$528856,8.11%,Raised over $100k,R,Republican,6519602,528856,8.11,Jason Smith,100.0,auto,Jason,Smith,Jason Smith,Republican,rep,MO,S001195,RepJasonSmith,Q3,full_house,repjasonsmith,0.577,0.202,0.521,0.05,1081.0,0.577,MO,8.0,54.372247685809285,0.0,76.17984407297564,356064.0,7.0,0,44.0
KeatingBill Keating (D),$678884,$54638,8.05%,Raised over $100k,D,Democrat,678884,54638,8.05,William R. Keating,100.0,manual,,,William R. Keating,Democrat,rep,MA,K000375,USRepKeating,Q3,full_house,usrepkeating,-0.329,-0.102,-0.37,0.093,1089.0,0.329,MA,9.0,12.493952874346647,0.0,54.167410239154414,465097.0,8.0,0,72.0
ClyburnJames E Clyburn (D),$2219819,$177896,8.01%,Raised over $100k,D,Democrat,2219819,177896,8.01,James E Clyburn,96.8,auto,James,Clyburn,James E. Clyburn,Democrat,rep,SC,C000537,RepJamesClyburn,Q3,full_house,repjamesclyburn,-0.467,0.246,-0.584,0.232,1104.0,0.467,SC,6.0,22.77818267386111,0.0,59.49989705108554,305977.0,17.0,0,84.0
JacobsSara Jacobs (D),$1698496,$133945,7.89%,Raised over $100k,D,Democrat,1698496,133945,7.89,Sara Jacobs,100.0,auto,Sara,Jacobs,Sara Jacobs,Democrat,rep,CA,J000305,RepSaraJacobs,Q3,full_house,repsarajacobs,-0.406,-0.428,-0.422,-0.434,1088.0,0.406,CA,51.0,21.39481781772004,0.0,60.69740890886002,327584.0,3.0,1,35.0
CastenSean Casten (D),$3007319,$233392,7.76%,Raised over $100k,D,Democrat,3007319,233392,7.76,Sean Casten,100.0,auto,Sean,Casten,Sean Casten,Democrat,rep,IL,C001117,RepCasten,Q3,full_house,repcasten,-0.634,0.421,-0.609,0.259,1105.0,0.634,IL,6.0,8.414243941694764,1.0,54.1952713112066,362849.0,4.0,0,53.0
FosterBill Foster (D),$3218842,$246554,7.66%,Raised over $100k,D,Democrat,3218842,246554,7.66,Bill Foster,100.0,auto,Bill,Foster,Bill Foster,Democrat,rep,IL,F000454,RepBillFoster,Q3,full_house,repbillfoster,-0.238,-0.224,-0.345,-0.075,1108.0,0.238,IL,11.0,11.175087020829395,0.0,55.55571001212175,359684.0,9.0,0,69.0
NehlsTroy Nehls (R),$834455,$63085,7.56%,Raised over $100k,R,Republican,834455,63085,7.56,Troy Nehls,87.0,auto,Troy,Nehls,Troy E. Nehls,Republican,rep,TX,N000026,RepTroyNehls,Q3,full_house,reptroynehls,0.611,-0.234,0.59,-0.345,1029.0,0.611,TX,22.0,24.245671422931593,0.0,62.1228357114658,336889.0,3.0,0,56.0
LeeSusie Lee (D),$5966655,$450741,7.55%,Raised over $100k,D,Democrat,5966655,450741,7.55,Susie Lee,100.0,auto,Susie,Lee,Susie Lee,Democrat,rep,NV,L000590,RepSusieLee,Q3,full_house,repsusielee,-0.228,0.301,-0.2,0.237,1070.0,0.228,NV,3.0,2.744449337787465,1.0,51.37222466889373,372388.0,4.0,1,58.0
DeanMadeleine Dean (D),$1739285,$131357,7.55%,Raised over $100k,D,Democrat,1739285,131357,7.55,Madeleine Dean,100.0,auto,Madeleine,Dean,Madeleine Dean,Democrat,rep,PA,D000631,RepDean,Q3,full_house,repdean,-0.443,-0.07,-0.433,-0.113,1105.0,0.443,PA,4.0,18.134978914346817,0.0,59.06748945717341,455523.0,4.0,1,65.0
NormanRalph Norman (R),$395128,$29820,7.55%,Raised over $100k,R,Republican,395128,29820,7.55,Ralph Norman,100.0,auto,Ralph,Norman,Ralph Norman,Republican,rep,SC,N000190,RepRalphNorman,Q3,full_house,repralphnorman,0.852,-0.377,0.816,-0.445,1096.0,0.852,SC,5.0,27.1746116541322,0.0,63.50981750596117,359409.0,5.0,0,71.0
McMorrisCathy McMorris Rodgers (R),$3068965,$229910,7.49%,Raised over $100k,R,Republican,3068965,229910,7.49,Cathy McMorris Rodgers,100.0,manual,,,Cathy McMorris Rodgers,Republican,rep,WA,M001159,CathyMcMorris,Q3,full_house,cathymcmorris,0.436,0.098,0.565,0.288,1056.0,0.436,WA,5.0,21.28063913654143,0.0,60.565688194398994,397286.0,,0,55.0
KrishnamoorthiRaja Krishnamoorthi (D),$10781740,$802847,7.45%,Raised over $100k,D,Democrat,10781740,802847,7.45,Raja Krishnamoorthi,100.0,auto,Raja,Krishnamoorthi,Raja Krishnamoorthi,Democrat,rep,IL,K000391,CongressmanRaja,Q3,full_house,congressmanraja,-0.347,-0.015,-0.41,0.13,1113.0,0.347,IL,8.0,14.111121742946423,0.0,57.05556087147321,303073.0,5.0,0,51.0
FitzgeraldScott Fitzgerald (R),$1308311,$95942,7.33%,Raised over $100k,R,Republican,1308311,95942,7.33,Scott Fitzgerald,100.0,auto,Scott,Fitzgerald,Scott Fitzgerald,Republican,rep,WI,F000471,RepFitzgerald,Q3,full_house,repfitzgerald,0.6,0.085,0.589,-0.002,1113.0,0.6,WI,5.0,28.89933616466888,0.0,64.39524129921446,466682.0,3.0,0,61.0
CiscomaniJuan Ciscomani (R),$6876505,$478641,6.96%,Raised over $100k,R,Republican,6876505,478641,6.96,Juan Ciscomani,100.0,auto,Juan,Ciscomani,Juan Ciscomani,Republican,rep,AZ,C001133,RepCiscomani,Q3,full_house,repciscomani,0.3,0.702,0.288,0.718,1093.0,0.3,AZ,6.0,2.5096238578915617,1.0,49.996753397337784,431220.0,2.0,0,42.0
TitusDina Titus (D),$2427313,$167477,6.90%,Raised over $100k,D,Democrat,2427313,167477,6.9,Dina Titus,100.0,auto,Dina,Titus,Dina Titus,Democrat,rep,NV,T000468,RepDinaTitus,Q3,full_house,repdinatitus,-0.297,-0.159,-0.284,0.021,1074.0,0.297,NV,1.0,7.505442878423295,1.0,51.993038070728005,322899.0,8.0,1,74.0
CastorKathy Castor (D),$1162514,$80042,6.89%,Raised over $100k,D,Democrat,1162514,80042,6.89,Kathy Castor,100.0,auto,Kathy,Castor,Kathy Castor,Democrat,rep,FL,C001066,USRepKCastor,Q3,full_house,usrepkcastor,-0.437,0.072,-0.432,0.228,1102.0,0.437,FL,14.0,15.357596698887725,0.0,56.9478989676885,350185.0,10.0,1,58.0
CartwrightMatt Cartwright (D),$8563884,$583466,6.81%,Raised over $100k,D,Democrat,8563884,583466,6.81,Matt Cartwright,100.0,manual,,,Matt Cartwright,Democrat,rep,PA,C001090,RepCartwright,Q3,full_house,repcartwright,-0.344,0.042,-0.306,0.308,1093.0,0.344,PA,8.0,1.6235840383926217,1.0,50.81179201919631,385074.0,,0,63.0
KusterAnn Kuster (D),$1460525,$99210,6.79%,Raised over $100k,D,Democrat,1460525,99210,6.79,Ann M. Kuster,100.0,manual,,,Ann M. Kuster,Democrat,rep,NH,K000382,RepAnnieKuster,Q3,full_house,repanniekuster,-0.264,-0.086,-0.325,0.06,1060.0,0.264,NH,2.0,5.750390904001691,1.0,51.06871223674304,414424.0,,0,68.0
TokudaJill Tokuda (D),$961307,$65216,6.78%,Raised over $100k,D,Democrat,961307,65216,6.78,Jill Tokuda,88.0,auto,Jill,Tokuda,Jill N. Tokuda,Democrat,rep,HI,T000487,RepJillTokuda,Q3,full_house,repjilltokuda,-0.475,-0.339,-0.464,-0.372,1106.0,0.475,HI,2.0,33.522399964550004,0.0,61.39163380156866,270804.0,2.0,1,48.0
CalvertKen Calvert (R),$8016040,$541157,6.75%,Raised over $100k,R,Republican,8016040,541157,6.75,Ken Calvert,100.0,auto,Ken,Calvert,Ken Calvert,Republican,rep,CA,C000059,KenCalvert,Q3,full_house,kencalvert,0.339,0.278,0.344,0.741,1116.0,0.339,CA,41.0,3.3819069249107727,1.0,51.69095346245539,354445.0,17.0,0,71.0
RuizRaul Ruiz (D),$2469042,$163127,6.61%,Raised over $100k,D,Democrat,2469042,163127,6.61,Raul Ruiz,100.0,auto,Raul,Ruiz,Raul Ruiz,Democrat,rep,CA,R000599,RepRaulRuizMD,Q3,full_house,repraulruizmd,-0.262,0.047,-0.379,0.08,1108.0,0.262,CA,25.0,12.505764576727032,0.0,56.252882288363516,245031.0,7.0,0,52.0
WalbergTim Walberg (R),$1581866,$104443,6.60%,Raised over $100k,R,Republican,1581866,104443,6.6,Tim Walberg,100.0,auto,Tim,Walberg,Tim Walberg,Republican,rep,MI,W000798,RepWalberg,Q3,full_house,repwalberg,0.498,0.165,0.471,0.222,1108.0,0.498,MI,5.0,32.92044423191404,0.0,65.68205994007944,409876.0,9.0,0,73.0
McGarveyMorgan McGarvey (D),$2152286,$141599,6.58%,Raised over $100k,D,Democrat,2152286,141599,6.58,Morgan McGarvey,100.0,auto,Morgan,McGarvey,Morgan McGarvey,Democrat,rep,KY,M001220,RepMcGarvey,Q3,full_house,repmcgarvey,-0.502,-0.035,-0.539,0.033,1115.0,0.502,KY,3.0,23.908388844154892,0.0,61.94641680696874,327864.0,2.0,0,45.0
RossDeborah Ross (D),$1916680,$124164,6.48%,Raised over $100k,D,Democrat,1916680,124164,6.48,Deborah Ross,88.9,auto,Deborah,Ross,Deborah K. Ross,Democrat,rep,NC,R000305,RepDeborahRoss,Q3,full_house,repdeborahross,-0.383,-0.001,-0.398,-0.06,1098.0,0.383,NC,2.0,34.64663626925628,0.0,66.25172310901885,405517.0,3.0,1,61.0
BeyerDon Beyer (D),$1924972,$123922,6.44%,Raised over $100k,D,Democrat,1924972,123922,6.44,"Donald S. Beyer, Jr.",100.0,manual,,,"Donald S. Beyer, Jr.",Democrat,rep,VA,B001292,RepDonBeyer,Q3,full_house,repdonbeyer,-0.394,-0.106,-0.409,-0.215,1092.0,0.394,VA,8.0,46.86375890496595,0.0,71.52442597970905,383915.0,6.0,0,74.0
WilsonJoe Wilson (R),$875967,$56230,6.42%,Raised over $100k,R,Republican,875967,56230,6.42,Joe Wilson,100.0,auto,Joe,Wilson,Joe Wilson,Republican,rep,SC,W000795,RepJoeWilson,Q3,full_house,repjoewilson,0.53,0.161,0.597,0.371,1095.0,0.53,SC,2.0,19.28845856143659,0.0,59.533613859296054,355285.0,13.0,0,77.0
LawlerMike Lawler (R),$8244034,$527131,6.39%,Raised over $100k,R,Republican,8244034,527131,6.39,Mike Lawler,80.0,auto,Michael,Lawler,Michael Lawler,Republican,rep,NY,L000599,RepMikeLawler,Q3,full_house,repmikelawler,0.19,0.231,0.187,0.253,1104.0,0.19,NY,17.0,1.7831759569499468,1.0,45.9244593359732,393960.0,2.0,0,38.0
KhannaRo Khanna (D),$10139203,$647965,6.39%,Raised over $100k,D,Democrat,10139203,647965,6.39,Ro Khanna,100.0,auto,Ro,Khanna,Ro Khanna,Democrat,rep,CA,K000389,RepRoKhanna,Q3,full_house,reprokhanna,-0.456,-0.293,-0.324,-0.408,1108.0,0.456,CA,17.0,35.32959035142442,0.0,67.66479517571221,254877.0,5.0,0,48.0
BonamiciSuzanne Bonamici (D),$933463,$59521,6.38%,Raised over $100k,D,Democrat,933463,59521,6.38,Suzanne Bonamici,100.0,auto,Suzanne,Bonamici,Suzanne Bonamici,Democrat,rep,OR,B001278,RepBonamici,Q3,full_house,repbonamici,-0.4,-0.416,-0.44,-0.417,1058.0,0.4,OR,1.0,40.526036177061336,0.0,68.6256182686489,351991.0,8.0,1,70.0
PappasChris Pappas (D),$4064817,$258983,6.37%,Raised over $100k,D,Democrat,4064817,258983,6.37,Chris Pappas,100.0,auto,Chris,Pappas,Chris Pappas,Democrat,rep,NH,P000614,RepChrisPappas,Q3,full_house,repchrispappas,-0.234,0.321,-0.216,0.347,1111.0,0.234,NH,1.0,7.835808355058788,1.0,52.47166088121335,416562.0,4.0,0,44.0
Miller-MeeksMariannette Miller-Meeks (R),$5424426,$344101,6.34%,Raised over $100k,R,Republican,5424426,344101,6.34,Mariannette Miller-Meeks,100.0,auto,Mariannette,Miller-Meeks,Mariannette Miller-Meeks,Republican,rep,IA,M001215,RepMMM,Q3,full_house,repmmm,0.335,0.196,0.35,0.182,1084.0,0.335,IA,1.0,0.19295881452286778,1.0,49.979713966933765,414078.0,3.0,1,69.0
GonzalesTony Gonzales (R),$5901618,$372958,6.32%,Raised over $100k,R,Republican,5901618,372958,6.32,Tony Gonzales,100.0,auto,Ernest,Gonzales,Tony Gonzales,Republican,rep,TX,G000594,RepTonyGonzales,Q3,full_house,reptonygonzales,0.35,0.229,0.356,0.23,1039.0,0.35,TX,23.0,24.594526582854456,0.0,62.29726329142723,290093.0,3.0,0,44.0
BarrAndy Barr (R),$4940959,$311870,6.31%,Raised over $100k,R,Republican,4940959,311870,6.31,Andy Barr,100.0,auto,Garland,Barr,Andy Barr,Republican,rep,KY,B001282,RepAndyBarr,Q3,full_house,repandybarr,0.489,0.29,0.532,0.391,1061.0,0.489,KY,6.0,26.074331183820235,0.0,63.03716559191012,352638.0,7.0,0,51.0
JohnsonHank Johnson (D),$661564,$40966,6.19%,Raised over $100k,D,Democrat,661564,40966,6.19,"Henry C. ""Hank"" Johnson, Jr.",100.0,manual,,,"Henry C. ""Hank"" Johnson, Jr.",Democrat,rep,GA,J000288,RepHankJohnson,Q3,full_house,rephankjohnson,-0.478,-0.056,-0.767,-0.083,1082.0,0.478,GA,4.0,51.16643207267908,0.0,75.58321603633954,303361.0,10.0,0,70.0
HoulahanChrissy Houlahan (D),$2490375,$154029,6.18%,Raised over $100k,D,Democrat,2490375,154029,6.18,Chrissy Houlahan,100.0,auto,Chrissy,Houlahan,Chrissy Houlahan,Democrat,rep,PA,H001085,RepHoulahan,Q3,full_house,rephoulahan,-0.261,0.221,-0.234,0.092,1090.0,0.261,PA,6.0,12.399615515797962,0.0,56.19980775789898,419263.0,4.0,1,57.0
HuffmanJared Huffman (D),$997755,$61180,6.13%,Raised over $100k,D,Democrat,997755,61180,6.13,Jared Huffman,100.0,auto,Jared,Huffman,Jared Huffman,Democrat,rep,CA,H001068,RepHuffman,Q3,full_house,rephuffman,-0.432,-0.512,-0.435,-0.451,1082.0,0.432,CA,2.0,43.7675341199156,0.0,71.8837670599578,379617.0,7.0,0,60.0
EmmerTom Emmer (R),$8166673,$498537,6.10%,Raised over $100k,R,Republican,8166673,498537,6.1,Tom Emmer,100.0,auto,Tom,Emmer,Tom Emmer,Republican,rep,MN,E000294,GOPMajorityWhip,Q3,full_house,gopmajoritywhip,0.467,-0.068,0.531,0.012,1114.0,0.467,MN,6.0,25.032413276478046,0.0,62.44837885597941,416496.0,6.0,0,63.0
BishopDan Bishop (R),$223950,$13538,6.05%,Raised over $100k,R,Republican,223950,13538,6.05,Dan Bishop,100.0,manual,,,Dan Bishop,Republican,rep,NC,B001311,RepDanBishop,Q3,full_house,repdanbishop,0.703,-0.366,0.67,-0.443,1042.0,0.703,NC,8.0,19.215984053912962,0.0,59.60799202695648,400349.0,,0,60.0
NadlerJerrold Nadler (D),$1186827,$71188,6.00%,Raised over $100k,D,Democrat,1186827,71188,6.0,Jerrold Nadler,100.0,auto,Jerrold,Nadler,Jerrold Nadler,Democrat,rep,NY,N000002,RepJerryNadler,Q3,full_house,repjerrynadler,-0.507,-0.478,-0.448,-0.39,1082.0,0.507,NY,12.0,52.67202582690244,0.0,71.09153168854488,341969.0,18.0,0,77.0
BentzCliff Bentz (R),$1093068,$65275,5.97%,Raised over $100k,R,Republican,1093068,65275,5.97,Cliff Bentz,100.0,auto,Cliff,Bentz,Cliff Bentz,Republican,rep,OR,B000668,RepBentz,Q3,full_house,repbentz,0.474,0.268,0.474,0.232,1113.0,0.474,OR,2.0,31.08603683187809,0.0,63.89986599865145,351489.0,3.0,0,72.0
NickelWiley Nickel (D),$1506600,$89202,5.92%,Raised over $100k,D,Democrat,1506600,89202,5.92,Zachary Nunn,100.0,manual,,,Zachary Nunn,Republican,rep,IA,N000193,ZachNunn,Q3,full_house,zachnunn,0.29,0.193,0.291,0.195,1088.0,0.29,IA,3.0,3.8226710744602244,1.0,51.76638694130611,412905.0,2.0,0,45.0
SalazarMaria Salazar (R),$3222051,$188175,5.84%,Raised over $100k,R,Republican,3222051,188175,5.84,Maria Salazar,78.8,auto,Maria,Salazar,Maria Elvira Salazar,Republican,rep,FL,S000168,RepMariaSalazar,Q3,full_house,repmariasalazar,0.274,0.154,0.293,0.26,1025.0,0.274,FL,27.0,20.751090591056396,0.0,60.3755452955282,329867.0,3.0,1,63.0
ClineBen Cline (R),$1012181,$58930,5.82%,Raised over $100k,R,Republican,1012181,58930,5.82,Ben Cline,100.0,auto,Ben,Cline,Ben Cline,Republican,rep,VA,C001118,RepBenCline,Q3,full_house,repbencline,0.716,-0.201,0.704,-0.235,1116.0,0.716,VA,6.0,28.33196162492169,0.0,63.12307295441424,407035.0,4.0,0,52.0
ScaliseSteve Scalise (R),$14633365,$846440,5.78%,Raised over $100k,R,Republican,14633365,846440,5.78,Steve Scalise,100.0,auto,Steve,Scalise,Steve Scalise,Republican,rep,LA,S001176,SteveScalise,Q3,full_house,stevescalise,0.559,0.163,0.587,0.224,1017.0,0.559,LA,1.0,42.75159342502516,0.0,66.76786313317679,357720.0,10.0,0,59.0
BeraAmi Bera (D),$1114106,$62602,5.62%,Raised over $100k,D,Democrat,1114106,62602,5.62,Ami Bera,100.0,auto,Ami,Bera,Ami Bera,Democrat,rep,CA,B001287,RepBera,Q3,full_house,repbera,-0.246,0.008,-0.364,0.152,1112.0,0.246,CA,6.0,15.237989075911273,0.0,57.618994537955636,287072.0,7.0,0,59.0
PhillipsDean Phillips (D),$7670177,$426978,5.57%,Raised over $100k,D,Democrat,7670177,426978,5.57,Dean Phillips,100.0,manual,,,Dean Phillips,Democrat,rep,MN,P000616,RepDeanPhillips,Q3,full_house,repdeanphillips,-0.277,0.167,-0.28,0.161,805.0,0.277,MN,3.0,16.97280731624265,0.0,58.42511066789902,411140.0,,0,55.0
