candidate,week,count
Elizabeth Warren,2020-11-30,20
Elizabeth Warren,2020-12-07,56
Elizabeth Warren,2020-12-14,30
Elizabeth Warren,2020-12-21,20
Elizabeth Warren,2020-12-28,20
Elizabeth Warren,2021-01-04,24
Elizabeth Warren,2021-01-11,18
Elizabeth Warren,2021-01-18,26
Elizabeth Warren,2021-01-25,38
Elizabeth Warren,2021-02-01,42
Elizabeth Warren,2021-02-08,30
Elizabeth Warren,2021-02-15,32
Elizabeth Warren,2021-02-22,36
Elizabeth Warren,2021-03-01,38
Elizabeth Warren,2021-03-08,28
Elizabeth Warren,2021-03-15,30
Elizabeth Warren,2021-03-22,8
Elizabeth Warren,2021-03-29,14
Elizabeth Warren,2021-04-05,8
Elizabeth Warren,2021-04-12,34
Elizabeth Warren,2021-04-19,42
Elizabeth Warren,2021-04-26,46
Elizabeth Warren,2021-05-03,54
Elizabeth Warren,2021-05-10,42
Elizabeth Warren,2021-05-17,42
Elizabeth Warren,2021-05-24,36
Elizabeth Warren,2021-05-31,40
Elizabeth Warren,2021-06-07,34
Elizabeth Warren,2021-06-14,36
Elizabeth Warren,2021-06-21,34
Elizabeth Warren,2021-06-28,28
Elizabeth Warren,2021-07-05,24
Elizabeth Warren,2021-07-12,36
Elizabeth Warren,2021-07-19,38
Elizabeth Warren,2021-07-26,34
Elizabeth Warren,2021-08-02,34
Elizabeth Warren,2021-08-09,28
Elizabeth Warren,2021-08-16,14
Elizabeth Warren,2021-08-23,14
Elizabeth Warren,2021-08-30,24
Elizabeth Warren,2021-09-06,26
Elizabeth Warren,2021-09-13,36
Elizabeth Warren,2021-09-20,32
Elizabeth Warren,2021-09-27,34
Elizabeth Warren,2021-10-04,34
Elizabeth Warren,2021-10-11,32
Elizabeth Warren,2021-10-18,36
Elizabeth Warren,2021-10-25,36
Elizabeth Warren,2021-11-01,34
Elizabeth Warren,2021-11-08,26
Elizabeth Warren,2021-11-15,32
Elizabeth Warren,2021-11-22,26
Elizabeth Warren,2021-11-29,38
Elizabeth Warren,2021-12-06,38
Elizabeth Warren,2021-12-13,30
Elizabeth Warren,2021-12-20,30
Elizabeth Warren,2021-12-27,20
Elizabeth Warren,2022-01-03,28
Elizabeth Warren,2022-01-10,42
Elizabeth Warren,2022-01-17,50
Elizabeth Warren,2022-01-24,44
Elizabeth Warren,2022-01-31,32
Elizabeth Warren,2022-02-07,30
Elizabeth Warren,2022-02-14,40
Elizabeth Warren,2022-02-21,22
Elizabeth Warren,2022-02-28,54
Elizabeth Warren,2022-03-07,60
Elizabeth Warren,2022-03-14,40
Elizabeth Warren,2022-03-21,56
Elizabeth Warren,2022-03-28,36
Elizabeth Warren,2022-04-04,48
Elizabeth Warren,2022-04-11,34
Elizabeth Warren,2022-04-18,42
Elizabeth Warren,2022-04-25,40
Elizabeth Warren,2022-05-02,58
Elizabeth Warren,2022-05-09,42
Elizabeth Warren,2022-05-16,46
Elizabeth Warren,2022-05-23,32
Elizabeth Warren,2022-05-30,20
Elizabeth Warren,2022-06-06,46
Elizabeth Warren,2022-06-13,32
Elizabeth Warren,2022-06-20,52
Elizabeth Warren,2022-06-27,38
Elizabeth Warren,2022-07-04,32
Elizabeth Warren,2022-07-11,28
Elizabeth Warren,2022-07-18,34
Elizabeth Warren,2022-07-25,34
Elizabeth Warren,2022-08-01,56
Elizabeth Warren,2022-08-08,38
Elizabeth Warren,2022-08-15,30
Elizabeth Warren,2022-08-22,58
Elizabeth Warren,2022-08-29,48
Elizabeth Warren,2022-09-05,36
Elizabeth Warren,2022-09-12,32
Elizabeth Warren,2022-09-19,36
Elizabeth Warren,2022-09-26,36
Elizabeth Warren,2022-10-03,36
Elizabeth Warren,2022-10-10,32
Elizabeth Warren,2022-10-17,38
Elizabeth Warren,2022-10-24,44
Elizabeth Warren,2022-10-31,48
Elizabeth Warren,2022-11-07,68
Elizabeth Warren,2022-11-14,40
Elizabeth Warren,2022-11-21,28
Elizabeth Warren,2022-11-28,36
Elizabeth Warren,2022-12-05,32
Elizabeth Warren,2022-12-12,36
Elizabeth Warren,2022-12-19,32
Elizabeth Warren,2022-12-26,16
Elizabeth Warren,2023-01-02,32
Elizabeth Warren,2023-01-09,36
Elizabeth Warren,2023-01-16,32
Elizabeth Warren,2023-01-23,32
Elizabeth Warren,2023-01-30,36
Elizabeth Warren,2023-02-06,44
Elizabeth Warren,2023-02-13,42
Elizabeth Warren,2023-02-20,32
Elizabeth Warren,2023-02-27,38
Elizabeth Warren,2023-03-06,40
Elizabeth Warren,2023-03-13,32
Elizabeth Warren,2023-03-20,32
Elizabeth Warren,2023-03-27,54
Elizabeth Warren,2023-04-03,32
Elizabeth Warren,2023-04-10,36
Elizabeth Warren,2023-04-17,52
Elizabeth Warren,2023-04-24,42
Elizabeth Warren,2023-05-01,30
Elizabeth Warren,2023-05-08,58
Elizabeth Warren,2023-05-15,34
Elizabeth Warren,2023-05-22,44
Elizabeth Warren,2023-05-29,24
Elizabeth Warren,2023-06-05,20
Elizabeth Warren,2023-06-12,32
Elizabeth Warren,2023-06-19,38
Elizabeth Warren,2023-06-26,50
Elizabeth Warren,2023-07-03,26
Elizabeth Warren,2023-07-10,44
Elizabeth Warren,2023-07-17,42
Elizabeth Warren,2023-07-24,42
Elizabeth Warren,2023-07-31,46
Elizabeth Warren,2023-08-07,34
Elizabeth Warren,2023-08-14,44
Elizabeth Warren,2023-08-21,26
Elizabeth Warren,2023-08-28,30
Elizabeth Warren,2023-09-04,30
Elizabeth Warren,2023-09-11,34
Elizabeth Warren,2023-09-18,32
Elizabeth Warren,2023-09-25,28
Elizabeth Warren,2023-10-02,28
Elizabeth Warren,2023-10-09,28
Elizabeth Warren,2023-10-16,26
Elizabeth Warren,2023-10-23,30
Elizabeth Warren,2023-10-30,30
Elizabeth Warren,2023-11-06,28
Elizabeth Warren,2023-11-13,48
Elizabeth Warren,2023-11-20,16
Elizabeth Warren,2023-12-18,6
Elizabeth Warren,2023-12-25,32
Elizabeth Warren,2024-01-01,34
Elizabeth Warren,2024-01-08,30
Elizabeth Warren,2024-01-15,32
Elizabeth Warren,2024-01-22,34
Elizabeth Warren,2024-01-29,32
Elizabeth Warren,2024-02-05,34
Elizabeth Warren,2024-02-12,42
Elizabeth Warren,2024-02-19,36
Elizabeth Warren,2024-02-26,30
Elizabeth Warren,2024-03-04,26
Elizabeth Warren,2024-03-11,32
Elizabeth Warren,2024-03-18,36
Elizabeth Warren,2024-03-25,40
Elizabeth Warren,2024-04-01,30
Elizabeth Warren,2024-04-08,42
Elizabeth Warren,2024-04-15,42
Elizabeth Warren,2024-04-22,36
Elizabeth Warren,2024-04-29,36
Elizabeth Warren,2024-05-06,52
Elizabeth Warren,2024-05-13,32
Elizabeth Warren,2024-05-20,30
Elizabeth Warren,2024-05-27,32
Elizabeth Warren,2024-06-03,50
Elizabeth Warren,2024-06-10,50
Elizabeth Warren,2024-06-17,34
Elizabeth Warren,2024-06-24,48
Elizabeth Warren,2024-07-01,26
Elizabeth Warren,2024-07-08,20
Elizabeth Warren,2024-07-15,42
Elizabeth Warren,2024-07-22,32
Elizabeth Warren,2024-07-29,38
Elizabeth Warren,2024-08-05,40
Elizabeth Warren,2024-08-12,36
Elizabeth Warren,2024-08-19,44
Elizabeth Warren,2024-08-26,38
Elizabeth Warren,2024-09-02,36
Elizabeth Warren,2024-09-09,34
Elizabeth Warren,2024-09-16,36
Elizabeth Warren,2024-09-23,34
Elizabeth Warren,2024-09-30,44
Elizabeth Warren,2024-10-07,34
Elizabeth Warren,2024-10-14,48
Elizabeth Warren,2024-10-21,40
Elizabeth Warren,2024-10-28,60
Elizabeth Warren,2024-11-04,72
Elizabeth Warren,2024-11-11,16
Elizabeth Warren,2024-11-18,28
Elizabeth Warren,2024-11-25,28
Elizabeth Warren,2024-12-02,22
Elizabeth Warren,2024-12-09,14
Elizabeth Warren,2024-12-16,26
Elizabeth Warren,2024-12-23,12
Elizabeth Warren,2024-12-30,14
Elizabeth Warren,2025-01-06,36
Elizabeth Warren,2025-01-13,28
Elizabeth Warren,2025-01-20,30
Elizabeth Warren,2025-01-27,20
Elizabeth Warren,2025-02-03,38
Elizabeth Warren,2025-02-10,32
Elizabeth Warren,2025-02-17,34
Elizabeth Warren,2025-02-24,42
Elizabeth Warren,2025-03-03,38
Elizabeth Warren,2025-03-10,38
Elizabeth Warren,2025-03-17,30
Elizabeth Warren,2025-03-24,52
Elizabeth Warren,2025-03-31,44
Elizabeth Warren,2025-04-07,34
Elizabeth Warren,2025-04-14,44
Elizabeth Warren,2025-04-21,22
Elizabeth Warren,2025-04-28,11
Elizabeth Warren,2025-05-05,25
Elizabeth Warren,2025-05-12,20
Elizabeth Warren,2025-05-19,15
Elizabeth Warren,2025-05-26,14
Elizabeth Warren,2025-06-02,17
Elizabeth Warren,2025-06-09,17
Elizabeth Warren,2025-06-16,13
Elizabeth Warren,2025-06-23,26
Elizabeth Warren,2025-06-30,14
Elizabeth Warren,2025-07-07,13
Elizabeth Warren,2025-07-14,13
Elizabeth Warren,2025-07-21,15
Elizabeth Warren,2025-07-28,8
Elizabeth Warren,2025-08-04,8
Elizabeth Warren,2025-08-11,13
Elizabeth Warren,2025-08-18,11
Elizabeth Warren,2025-08-25,8
Elizabeth Warren,2025-09-01,5
Elizabeth Warren,2025-09-08,11
Elizabeth Warren,2025-09-15,12
Elizabeth Warren,2025-09-22,19
Elizabeth Warren,2025-09-29,29
Elizabeth Warren,2025-10-06,19
Elizabeth Warren,2025-10-13,27
Elizabeth Warren,2025-10-20,19
Elizabeth Warren,2025-10-27,23
Elizabeth Warren,2025-11-03,37
Elizabeth Warren,2025-11-10,14
Elizabeth Warren,2025-11-17,18
Elizabeth Warren,2025-11-24,9
Elizabeth Warren,2025-12-01,21
Elizabeth Warren,2025-12-08,24
Elizabeth Warren,2025-12-15,17
Elizabeth Warren,2025-12-22,12
Elizabeth Warren,2025-12-29,5
Elizabeth Warren,2026-01-05,17
Elizabeth Warren,2026-01-12,19
Elizabeth Warren,2026-01-19,16
Elizabeth Warren,2026-01-26,22
Elizabeth Warren,2026-02-02,17
Marjorie Taylor Greene 🇺🇸,2017-10-16,3
Marjorie Taylor Greene 🇺🇸,2017-11-13,6
Marjorie Taylor Greene 🇺🇸,2017-11-27,6
Marjorie Taylor Greene 🇺🇸,2017-12-04,3
Marjorie Taylor Greene 🇺🇸,2017-12-11,6
Marjorie Taylor Greene 🇺🇸,2017-12-18,15
Marjorie Taylor Greene 🇺🇸,2017-12-25,6
Marjorie Taylor Greene 🇺🇸,2018-01-01,15
Marjorie Taylor Greene 🇺🇸,2018-01-15,21
Marjorie Taylor Greene 🇺🇸,2018-01-22,18
Marjorie Taylor Greene 🇺🇸,2018-01-29,6
Marjorie Taylor Greene 🇺🇸,2018-02-12,9
Marjorie Taylor Greene 🇺🇸,2018-02-19,3
Marjorie Taylor Greene 🇺🇸,2018-02-26,6
Marjorie Taylor Greene 🇺🇸,2018-03-12,3
Marjorie Taylor Greene 🇺🇸,2018-03-19,3
Marjorie Taylor Greene 🇺🇸,2018-03-26,3
Marjorie Taylor Greene 🇺🇸,2018-04-02,18
Marjorie Taylor Greene 🇺🇸,2018-04-09,15
Marjorie Taylor Greene 🇺🇸,2018-04-16,9
Marjorie Taylor Greene 🇺🇸,2018-04-30,60
Marjorie Taylor Greene 🇺🇸,2018-05-07,66
Marjorie Taylor Greene 🇺🇸,2018-05-14,48
Marjorie Taylor Greene 🇺🇸,2018-05-21,21
Marjorie Taylor Greene 🇺🇸,2018-05-28,12
Marjorie Taylor Greene 🇺🇸,2018-06-04,9
Marjorie Taylor Greene 🇺🇸,2018-06-11,21
Marjorie Taylor Greene 🇺🇸,2018-06-18,39
Marjorie Taylor Greene 🇺🇸,2018-06-25,42
Marjorie Taylor Greene 🇺🇸,2018-07-02,18
Marjorie Taylor Greene 🇺🇸,2018-07-09,21
Marjorie Taylor Greene 🇺🇸,2018-07-16,12
Marjorie Taylor Greene 🇺🇸,2018-07-23,42
Marjorie Taylor Greene 🇺🇸,2018-07-30,21
Marjorie Taylor Greene 🇺🇸,2018-08-06,24
Marjorie Taylor Greene 🇺🇸,2018-08-13,21
Marjorie Taylor Greene 🇺🇸,2018-08-20,15
Marjorie Taylor Greene 🇺🇸,2018-08-27,48
Marjorie Taylor Greene 🇺🇸,2018-09-03,21
Marjorie Taylor Greene 🇺🇸,2018-09-10,12
Marjorie Taylor Greene 🇺🇸,2018-09-17,12
Marjorie Taylor Greene 🇺🇸,2018-09-24,6
Marjorie Taylor Greene 🇺🇸,2018-10-01,27
Marjorie Taylor Greene 🇺🇸,2018-10-08,9
Marjorie Taylor Greene 🇺🇸,2018-10-15,30
Marjorie Taylor Greene 🇺🇸,2018-10-22,39
Marjorie Taylor Greene 🇺🇸,2018-10-29,27
Marjorie Taylor Greene 🇺🇸,2018-11-05,42
Marjorie Taylor Greene 🇺🇸,2018-11-12,24
Marjorie Taylor Greene 🇺🇸,2018-11-19,96
Marjorie Taylor Greene 🇺🇸,2018-11-26,129
Marjorie Taylor Greene 🇺🇸,2018-12-03,75
Marjorie Taylor Greene 🇺🇸,2018-12-10,84
Marjorie Taylor Greene 🇺🇸,2018-12-17,54
Marjorie Taylor Greene 🇺🇸,2018-12-24,48
Marjorie Taylor Greene 🇺🇸,2018-12-31,69
Marjorie Taylor Greene 🇺🇸,2019-01-07,249
Marjorie Taylor Greene 🇺🇸,2019-01-14,216
Marjorie Taylor Greene 🇺🇸,2019-01-21,144
Marjorie Taylor Greene 🇺🇸,2019-01-28,252
Marjorie Taylor Greene 🇺🇸,2019-02-04,60
Marjorie Taylor Greene 🇺🇸,2019-02-11,78
Marjorie Taylor Greene 🇺🇸,2019-02-18,90
Marjorie Taylor Greene 🇺🇸,2019-02-25,117
Marjorie Taylor Greene 🇺🇸,2019-03-04,54
Marjorie Taylor Greene 🇺🇸,2019-03-11,84
Marjorie Taylor Greene 🇺🇸,2019-03-18,72
Marjorie Taylor Greene 🇺🇸,2019-03-25,135
Marjorie Taylor Greene 🇺🇸,2019-04-01,96
Marjorie Taylor Greene 🇺🇸,2019-04-08,45
Marjorie Taylor Greene 🇺🇸,2019-04-15,48
Marjorie Taylor Greene 🇺🇸,2019-04-22,24
Marjorie Taylor Greene 🇺🇸,2019-04-29,24
Marjorie Taylor Greene 🇺🇸,2019-05-06,54
Marjorie Taylor Greene 🇺🇸,2019-05-13,33
Marjorie Taylor Greene 🇺🇸,2019-05-20,30
Marjorie Taylor Greene 🇺🇸,2019-05-27,6
Marjorie Taylor Greene 🇺🇸,2019-06-03,42
Marjorie Taylor Greene 🇺🇸,2019-06-10,39
Marjorie Taylor Greene 🇺🇸,2019-06-17,57
Marjorie Taylor Greene 🇺🇸,2019-06-24,27
Marjorie Taylor Greene 🇺🇸,2019-07-01,57
Marjorie Taylor Greene 🇺🇸,2019-07-08,21
Marjorie Taylor Greene 🇺🇸,2019-07-15,31
Marjorie Taylor Greene 🇺🇸,2019-07-22,72
Marjorie Taylor Greene 🇺🇸,2019-07-29,63
Marjorie Taylor Greene 🇺🇸,2019-08-05,75
Marjorie Taylor Greene 🇺🇸,2019-08-12,60
Marjorie Taylor Greene 🇺🇸,2019-08-19,66
Marjorie Taylor Greene 🇺🇸,2019-08-26,21
Marjorie Taylor Greene 🇺🇸,2019-09-02,36
Marjorie Taylor Greene 🇺🇸,2019-09-09,51
Marjorie Taylor Greene 🇺🇸,2019-09-16,42
Marjorie Taylor Greene 🇺🇸,2019-09-23,93
Marjorie Taylor Greene 🇺🇸,2019-09-30,36
Marjorie Taylor Greene 🇺🇸,2019-10-07,45
Marjorie Taylor Greene 🇺🇸,2019-10-14,21
Marjorie Taylor Greene 🇺🇸,2019-10-21,141
Marjorie Taylor Greene 🇺🇸,2019-10-28,192
Marjorie Taylor Greene 🇺🇸,2019-11-04,177
Marjorie Taylor Greene 🇺🇸,2019-11-11,144
Marjorie Taylor Greene 🇺🇸,2019-11-18,345
Marjorie Taylor Greene 🇺🇸,2019-11-25,129
Marjorie Taylor Greene 🇺🇸,2019-12-02,147
Marjorie Taylor Greene 🇺🇸,2019-12-09,208
Marjorie Taylor Greene 🇺🇸,2019-12-16,316
Marjorie Taylor Greene 🇺🇸,2019-12-23,208
Marjorie Taylor Greene 🇺🇸,2019-12-30,791
Marjorie Taylor Greene 🇺🇸,2020-01-06,571
Marjorie Taylor Greene 🇺🇸,2020-01-13,244
Marjorie Taylor Greene 🇺🇸,2020-01-20,374
Marjorie Taylor Greene 🇺🇸,2020-01-27,244
Marjorie Taylor Greene 🇺🇸,2020-02-03,265
Marjorie Taylor Greene 🇺🇸,2020-02-10,303
Marjorie Taylor Greene 🇺🇸,2020-02-17,150
Marjorie Taylor Greene 🇺🇸,2020-02-24,126
Marjorie Taylor Greene 🇺🇸,2020-03-02,609
Marjorie Taylor Greene 🇺🇸,2020-03-09,144
Marjorie Taylor Greene 🇺🇸,2020-03-16,84
Marjorie Taylor Greene 🇺🇸,2020-03-23,120
Marjorie Taylor Greene 🇺🇸,2020-03-30,132
Marjorie Taylor Greene 🇺🇸,2020-04-06,243
Marjorie Taylor Greene 🇺🇸,2020-04-13,81
Marjorie Taylor Greene 🇺🇸,2020-04-20,246
Marjorie Taylor Greene 🇺🇸,2020-04-27,210
Marjorie Taylor Greene 🇺🇸,2020-05-04,114
Marjorie Taylor Greene 🇺🇸,2020-05-11,123
Marjorie Taylor Greene 🇺🇸,2020-05-18,225
Marjorie Taylor Greene 🇺🇸,2020-05-25,87
Marjorie Taylor Greene 🇺🇸,2020-06-01,285
Marjorie Taylor Greene 🇺🇸,2020-06-08,233
Marjorie Taylor Greene 🇺🇸,2020-06-15,234
Marjorie Taylor Greene 🇺🇸,2020-06-22,200
Marjorie Taylor Greene 🇺🇸,2020-06-29,432
Marjorie Taylor Greene 🇺🇸,2020-07-06,458
Marjorie Taylor Greene 🇺🇸,2020-07-13,282
Marjorie Taylor Greene 🇺🇸,2020-07-20,270
Marjorie Taylor Greene 🇺🇸,2020-07-27,261
Marjorie Taylor Greene 🇺🇸,2020-08-03,462
Marjorie Taylor Greene 🇺🇸,2020-08-10,591
Marjorie Taylor Greene 🇺🇸,2020-08-17,240
Marjorie Taylor Greene 🇺🇸,2020-08-24,318
Marjorie Taylor Greene 🇺🇸,2020-08-31,207
Marjorie Taylor Greene 🇺🇸,2020-09-07,375
Marjorie Taylor Greene 🇺🇸,2020-09-14,300
Marjorie Taylor Greene 🇺🇸,2020-09-21,168
Marjorie Taylor Greene 🇺🇸,2020-09-28,156
Marjorie Taylor Greene 🇺🇸,2020-10-05,246
Marjorie Taylor Greene 🇺🇸,2020-10-12,171
Marjorie Taylor Greene 🇺🇸,2020-10-19,333
Marjorie Taylor Greene 🇺🇸,2020-10-26,168
Marjorie Taylor Greene 🇺🇸,2020-11-02,384
Marjorie Taylor Greene 🇺🇸,2020-11-09,306
Marjorie Taylor Greene 🇺🇸,2020-11-16,201
Marjorie Taylor Greene 🇺🇸,2020-11-23,156
Marjorie Taylor Greene 🇺🇸,2020-11-30,126
Marjorie Taylor Greene 🇺🇸,2020-12-07,120
Marjorie Taylor Greene 🇺🇸,2020-12-14,230
Marjorie Taylor Greene 🇺🇸,2020-12-21,285
Marjorie Taylor Greene 🇺🇸,2020-12-28,249
Marjorie Taylor Greene 🇺🇸,2021-01-04,324
Marjorie Taylor Greene 🇺🇸,2021-01-11,267
Marjorie Taylor Greene 🇺🇸,2021-01-18,315
Marjorie Taylor Greene 🇺🇸,2021-01-25,267
Marjorie Taylor Greene 🇺🇸,2021-02-01,318
Marjorie Taylor Greene 🇺🇸,2021-02-08,213
Marjorie Taylor Greene 🇺🇸,2021-02-15,168
Marjorie Taylor Greene 🇺🇸,2021-02-22,234
Marjorie Taylor Greene 🇺🇸,2021-03-01,210
Marjorie Taylor Greene 🇺🇸,2021-03-08,94
Marjorie Taylor Greene 🇺🇸,2021-03-15,94
Marjorie Taylor Greene 🇺🇸,2021-03-22,94
Marjorie Taylor Greene 🇺🇸,2021-03-29,176
Marjorie Taylor Greene 🇺🇸,2021-04-05,126
Marjorie Taylor Greene 🇺🇸,2021-04-12,148
Marjorie Taylor Greene 🇺🇸,2021-04-19,171
Marjorie Taylor Greene 🇺🇸,2021-04-26,192
Marjorie Taylor Greene 🇺🇸,2021-05-03,150
Marjorie Taylor Greene 🇺🇸,2021-05-10,186
Marjorie Taylor Greene 🇺🇸,2021-05-17,243
Marjorie Taylor Greene 🇺🇸,2021-05-24,237
Marjorie Taylor Greene 🇺🇸,2021-05-31,126
Marjorie Taylor Greene 🇺🇸,2021-06-07,105
Marjorie Taylor Greene 🇺🇸,2021-06-14,105
Marjorie Taylor Greene 🇺🇸,2021-06-21,156
Marjorie Taylor Greene 🇺🇸,2021-06-28,177
Marjorie Taylor Greene 🇺🇸,2021-07-05,165
Marjorie Taylor Greene 🇺🇸,2021-07-12,138
Marjorie Taylor Greene 🇺🇸,2021-07-19,162
Marjorie Taylor Greene 🇺🇸,2021-07-26,213
Marjorie Taylor Greene 🇺🇸,2021-08-02,153
Marjorie Taylor Greene 🇺🇸,2021-08-09,39
Marjorie Taylor Greene 🇺🇸,2021-08-16,228
Marjorie Taylor Greene 🇺🇸,2021-08-23,258
Marjorie Taylor Greene 🇺🇸,2021-08-30,231
Marjorie Taylor Greene 🇺🇸,2021-09-06,276
Marjorie Taylor Greene 🇺🇸,2021-09-13,225
Marjorie Taylor Greene 🇺🇸,2021-09-20,222
Marjorie Taylor Greene 🇺🇸,2021-09-27,210
Marjorie Taylor Greene 🇺🇸,2021-10-04,165
Marjorie Taylor Greene 🇺🇸,2021-10-11,153
Marjorie Taylor Greene 🇺🇸,2021-10-18,144
Marjorie Taylor Greene 🇺🇸,2021-10-25,186
Marjorie Taylor Greene 🇺🇸,2021-11-01,228
Marjorie Taylor Greene 🇺🇸,2021-11-08,195
Marjorie Taylor Greene 🇺🇸,2021-11-15,201
Marjorie Taylor Greene 🇺🇸,2021-11-22,246
Marjorie Taylor Greene 🇺🇸,2021-11-29,210
Marjorie Taylor Greene 🇺🇸,2021-12-06,198
Marjorie Taylor Greene 🇺🇸,2021-12-13,234
Marjorie Taylor Greene 🇺🇸,2021-12-20,255
Marjorie Taylor Greene 🇺🇸,2021-12-27,249
Marjorie Taylor Greene 🇺🇸,2023-08-21,108
Marjorie Taylor Greene 🇺🇸,2023-08-28,45
Marjorie Taylor Greene 🇺🇸,2023-09-04,54
Marjorie Taylor Greene 🇺🇸,2023-09-11,57
Marjorie Taylor Greene 🇺🇸,2023-09-18,87
Marjorie Taylor Greene 🇺🇸,2023-09-25,60
Marjorie Taylor Greene 🇺🇸,2023-10-02,45
Marjorie Taylor Greene 🇺🇸,2023-10-09,45
Marjorie Taylor Greene 🇺🇸,2023-10-16,69
Marjorie Taylor Greene 🇺🇸,2023-10-23,54
Marjorie Taylor Greene 🇺🇸,2023-10-30,87
Marjorie Taylor Greene 🇺🇸,2023-11-06,72
Marjorie Taylor Greene 🇺🇸,2023-11-13,90
Marjorie Taylor Greene 🇺🇸,2023-11-20,24
Marjorie Taylor Greene 🇺🇸,2023-12-18,27
Marjorie Taylor Greene 🇺🇸,2023-12-25,92
Marjorie Taylor Greene 🇺🇸,2024-01-01,136
Marjorie Taylor Greene 🇺🇸,2024-01-08,116
Marjorie Taylor Greene 🇺🇸,2024-01-15,164
Marjorie Taylor Greene 🇺🇸,2024-01-22,204
Marjorie Taylor Greene 🇺🇸,2024-01-29,104
Marjorie Taylor Greene 🇺🇸,2024-02-05,84
Marjorie Taylor Greene 🇺🇸,2024-02-12,72
Marjorie Taylor Greene 🇺🇸,2024-02-19,144
Marjorie Taylor Greene 🇺🇸,2024-02-26,36
Marjorie Taylor Greene 🇺🇸,2024-03-04,164
Marjorie Taylor Greene 🇺🇸,2024-03-11,52
Marjorie Taylor Greene 🇺🇸,2024-03-18,40
Marjorie Taylor Greene 🇺🇸,2024-03-25,68
Marjorie Taylor Greene 🇺🇸,2024-04-01,60
Marjorie Taylor Greene 🇺🇸,2024-04-08,48
Marjorie Taylor Greene 🇺🇸,2024-04-15,56
Marjorie Taylor Greene 🇺🇸,2024-04-22,40
Marjorie Taylor Greene 🇺🇸,2024-04-29,44
Marjorie Taylor Greene 🇺🇸,2024-05-06,60
Marjorie Taylor Greene 🇺🇸,2024-05-13,44
Marjorie Taylor Greene 🇺🇸,2024-05-20,72
Marjorie Taylor Greene 🇺🇸,2024-05-27,92
Marjorie Taylor Greene 🇺🇸,2024-06-03,132
Marjorie Taylor Greene 🇺🇸,2024-06-10,96
Marjorie Taylor Greene 🇺🇸,2024-06-17,104
Marjorie Taylor Greene 🇺🇸,2024-06-24,168
Marjorie Taylor Greene 🇺🇸,2024-07-01,152
Marjorie Taylor Greene 🇺🇸,2024-07-08,156
Marjorie Taylor Greene 🇺🇸,2024-07-15,236
Marjorie Taylor Greene 🇺🇸,2024-07-22,88
Marjorie Taylor Greene 🇺🇸,2024-07-29,100
Marjorie Taylor Greene 🇺🇸,2024-08-05,88
Marjorie Taylor Greene 🇺🇸,2024-08-12,60
Marjorie Taylor Greene 🇺🇸,2024-08-19,112
Marjorie Taylor Greene 🇺🇸,2024-08-26,84
Marjorie Taylor Greene 🇺🇸,2024-09-02,84
Marjorie Taylor Greene 🇺🇸,2024-09-09,168
Marjorie Taylor Greene 🇺🇸,2024-09-16,116
Marjorie Taylor Greene 🇺🇸,2024-09-23,92
Marjorie Taylor Greene 🇺🇸,2024-09-30,184
Marjorie Taylor Greene 🇺🇸,2024-10-07,129
Marjorie Taylor Greene 🇺🇸,2024-10-14,176
Marjorie Taylor Greene 🇺🇸,2024-10-21,220
Marjorie Taylor Greene 🇺🇸,2024-10-28,172
Marjorie Taylor Greene 🇺🇸,2024-11-04,192
Marjorie Taylor Greene 🇺🇸,2024-11-11,44
Marjorie Taylor Greene 🇺🇸,2024-11-18,48
Marjorie Taylor Greene 🇺🇸,2024-11-25,56
Marjorie Taylor Greene 🇺🇸,2024-12-02,72
Marjorie Taylor Greene 🇺🇸,2024-12-09,76
Marjorie Taylor Greene 🇺🇸,2024-12-16,58
Marjorie Taylor Greene 🇺🇸,2024-12-23,28
Marjorie Taylor Greene 🇺🇸,2024-12-30,28
Marjorie Taylor Greene 🇺🇸,2025-01-06,40
Marjorie Taylor Greene 🇺🇸,2025-01-13,49
Marjorie Taylor Greene 🇺🇸,2025-01-20,54
Marjorie Taylor Greene 🇺🇸,2025-01-27,52
Marjorie Taylor Greene 🇺🇸,2025-02-03,47
Marjorie Taylor Greene 🇺🇸,2025-02-10,40
Marjorie Taylor Greene 🇺🇸,2025-02-17,50
Marjorie Taylor Greene 🇺🇸,2025-02-24,58
Marjorie Taylor Greene 🇺🇸,2025-03-03,46
Marjorie Taylor Greene 🇺🇸,2025-03-10,41
Marjorie Taylor Greene 🇺🇸,2025-03-17,41
Marjorie Taylor Greene 🇺🇸,2025-03-24,42
Marjorie Taylor Greene 🇺🇸,2025-03-31,40
Marjorie Taylor Greene 🇺🇸,2025-04-07,52
Marjorie Taylor Greene 🇺🇸,2025-04-14,43
Marjorie Taylor Greene 🇺🇸,2025-04-21,62
Marjorie Taylor Greene 🇺🇸,2025-04-28,54
Marjorie Taylor Greene 🇺🇸,2025-05-05,40
Marjorie Taylor Greene 🇺🇸,2025-05-12,49
Marjorie Taylor Greene 🇺🇸,2025-05-19,25
Marjorie Taylor Greene 🇺🇸,2025-05-26,50
Marjorie Taylor Greene 🇺🇸,2025-06-02,54
Marjorie Taylor Greene 🇺🇸,2025-06-09,48
Marjorie Taylor Greene 🇺🇸,2025-06-16,46
Marjorie Taylor Greene 🇺🇸,2025-06-23,43
