"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"BorenDan Boren (D)","$1615296","$54660","3.38%","Raised over $100k"
"SanchezLoretta Sanchez (D)","$2056345","$69361","3.37%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$577788","$19430","3.36%","Raised over $100k"
"BerryMarion Berry (D)","$431119","$14485","3.36%","Raised over $100k"
"BeanMelissa Bean (D)","$2292879","$76803","3.35%","Raised over $100k"
"CorkerBob Corker (R)","$21248653","$706168","3.32%","Raised over $100k"
"SlaughterLouise M Slaughter (D)","$720705","$23743","3.29%","Raised over $100k"
"BishopSanford D Bishop Jr (D)","$1485600","$48732","3.28%","Raised over $100k"
"LincolnBlanche Lincoln (D)","$12341633","$401558","3.25%","Raised over $100k"
"ReedJack Reed (D)","$4853887","$157298","3.24%","Raised over $100k"
"LoBiondoFrank A LoBiondo (R)","$1253306","$40452","3.23%","Raised over $100k"
"DeutchTed Deutch (D)","$2002626","$64265","3.21%","Raised over $100k"
"FlemingJohn Fleming (R)","$1448369","$46434","3.21%","Raised over $100k"
"TownsEdolphus Towns (D)","$1632842","$52207","3.20%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$825310","$26205","3.18%","Raised over $100k"
"MaloneyCarolyn B Maloney (D)","$3052944","$95506","3.13%","Raised over $100k"
"BurgessMichael Burgess (R)","$1019693","$31747","3.11%","Raised over $100k"
"RichardsonLaura Richardson (D)","$639928","$19921","3.11%","Raised over $100k"
"PalloneFrank Pallone Jr (D)","$2235780","$68627","3.07%","Raised over $100k"
"GravesSam Graves (R)","$1057245","$32318","3.06%","Raised over $100k"
"RoyceEd Royce (R)","$1797849","$54182","3.01%","Raised over $100k"
"BarrowJohn Barrow (D)","$1951721","$58003","2.97%","Raised over $100k"
"MillerGeorge Miller (D)","$972502","$28777","2.96%","Raised over $100k"
"WhitfieldEd Whitfield (R)","$1259409","$37186","2.95%","Raised over $100k"
"CampbellJohn Campbell (R)","$1232266","$36351","2.95%","Raised over $100k"
"SarbanesJohn Sarbanes (D)","$908856","$26445","2.91%","Raised over $100k"
"MoranJim Moran (D)","$1312117","$38137","2.91%","Raised over $100k"
"SessionsPete Sessions (R)","$2153120","$62209","2.89%","Raised over $100k"
"SullivanJohn Sullivan (R)","$940406","$27033","2.87%","Raised over $100k"
"AlexanderLamar Alexander (R)","$6791857","$195128","2.87%","Raised over $100k"
"HatchOrrin G Hatch (R)","$7598062","$217939","2.87%","Raised over $100k"
"HallRalph Hall (R)","$664579","$18970","2.85%","Raised over $100k"
"VoinovichGeorge V Voinovich (R)","$3348051","$94786","2.83%","Raised over $100k"
"EshooAnna Eshoo (D)","$1464393","$41371","2.83%","Raised over $100k"
"BuchananVernon Buchanan (R)","$2078743","$57942","2.79%","Raised over $100k"
"BrightBobby Bright (D)","$1413032","$39306","2.78%","Raised over $100k"
"GingreyPhil Gingrey (R)","$1389039","$38527","2.77%","Raised over $100k"
"BrownHenry Brown (R)","$333748","$9153","2.74%","Raised over $100k"
"MurkowskiLisa Murkowski (I)","$4689683","$128046","2.73%","Raised over $100k"
"NadlerJerrold Nadler (D)","$1304217","$35585","2.73%","Raised over $100k"
"BerkleyShelley Berkley (D)","$2232438","$60099","2.69%","Raised over $100k"
"NyeGlenn Nye (D)","$2260985","$60508","2.68%","Raised over $100k"
"AdlerJohn H Adler (D)","$3301321","$88295","2.67%","Raised over $100k"
"StarkPete Stark (D)","$487385","$12919","2.65%","Raised over $100k"
"EnsignJohn Ensign (R)","$6064525","$159449","2.63%","Raised over $100k"
"HEni F H Faleomavaega (D)","$65510","$1710","2.61%","Raised less than $100k"
"MathesonJim Matheson (D)","$1803801","$46789","2.59%","Raised over $100k"
"ChildersTravis W Childers (D)","$1817037","$47113","2.59%","Raised over $100k"
"RodriguezCiro D Rodriguez (D)","$1616735","$41896","2.59%","Raised over $100k"
"WydenRon Wyden (D)","$6930089","$179401","2.59%","Raised over $100k"
"PelosiNancy Pelosi (D)","$2597319","$67062","2.58%","Raised over $100k"
"AnnJo Ann Emerson (R)","$2006543","$51718","2.58%","Raised over $100k"
"WattMelvin L Watt (D)","$604719","$15580","2.58%","Raised over $100k"
"SnyderVic Snyder (D)","$349","$9","2.56%","Raised less than $100k"
"ScaliseSteve Scalise (R)","$1358024","$34324","2.53%","Raised over $100k"
"BoydAllen Boyd (D)","$2690989","$67289","2.50%","Raised over $100k"
"KingstonJack Kingston (R)","$1028917","$25677","2.50%","Raised over $100k"
"JacksonJesse Jackson Jr (D)","$795723","$19430","2.44%","Raised over $100k"
"AlexanderRodney Alexander (R)","$1260755","$30727","2.44%","Raised over $100k"
"ButterfieldG K Butterfield (D)","$828117","$20166","2.44%","Raised over $100k"
"MarchantKenny Marchant (R)","$542265","$13144","2.42%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$1137058","$27242","2.40%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$782100","$18614","2.38%","Raised over $100k"
"AckermanGary Ackerman (D)","$1109041","$26168","2.36%","Raised over $100k"
"DicksNorm Dicks (D)","$1412760","$33123","2.34%","Raised over $100k"
"BartonJoe Barton (R)","$2377715","$55375","2.33%","Raised over $100k"
"ManchinJoe Manchin (D)","$4395107","$102136","2.32%","Raised over $100k"
"RangelCharles B Rangel (D)","$2937509","$67581","2.30%","Raised over $100k"
"DelahuntBill Delahunt (D)","$249189","$5731","2.30%","Raised over $100k"
"ShulerHeath Shuler (D)","$1347011","$30974","2.30%","Raised over $100k"
"GrahamLindsey Graham (R)","$8157335","$186827","2.29%","Raised over $100k"
"PryorMark Pryor (D)","$6091908","$138247","2.27%","Raised over $100k"
"KanjorskiPaul E Kanjorski (D)","$1877477","$41537","2.21%","Raised over $100k"
"WilsonCharlie Wilson (D)","$1057441","$22875","2.16%","Raised over $100k"
"CardozaDennis Cardoza (D)","$1180308","$25499","2.16%","Raised over $100k"
"MollohanAlan B Mollohan (D)","$1114513","$23604","2.12%","Raised over $100k"
"ClayWilliam L Clay Jr (D)","$693370","$14270","2.06%","Raised over $100k"
"BonnerJo Bonner (R)","$913053","$18740","2.05%","Raised over $100k"
"CampDave Camp (R)","$3051808","$62427","2.05%","Raised over $100k"
"RadanovichGeorge Radanovich (R)","$414028","$8410","2.03%","Raised over $100k"
"GriffithParker Griffith (R)","$1453350","$29276","2.01%","Raised over $100k"
"ShusterBill Shuster (R)","$852099","$16680","1.96%","Raised over $100k"
"BuyerSteve Buyer (R)","$406644","$7789","1.92%","Raised over $100k"
"FattahChaka Fattah (D)","$458055","$8659","1.89%","Raised over $100k"
"BrownCorrine Brown (D)","$966669","$18091","1.87%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$391824","$7294","1.86%","Raised over $100k"
"DuncanJohn J Duncan Jr (R)","$566844","$10541","1.86%","Raised over $100k"
"AltmireJason Altmire (D)","$2503953","$46555","1.86%","Raised over $100k"
"MarshallJim Marshall (D)","$1496152","$27715","1.85%","Raised over $100k"
"PastorEd Pastor (D)","$1014291","$18657","1.84%","Raised over $100k"
"NealRichard E Neal (D)","$2273405","$41435","1.82%","Raised over $100k"
"BayhEvan Bayh (D)","$8990248","$162787","1.81%","Raised over $100k"
"SanchezLinda Sanchez (D)","$723863","$12972","1.79%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$1358842","$24249","1.78%","Raised over $100k"
"BishopRob Bishop (R)","$278327","$4960","1.78%","Raised over $100k"
"RahallNick Rahall (D)","$1261182","$22335","1.77%","Raised over $100k"
"DingellJohn D Dingell (D)","$1960195","$33532","1.71%","Raised over $100k"
"McCarthyKevin McCarthy (R)","$2091010","$35299","1.69%","Raised over $100k"
"LewisJohn Lewis (D)","$1013992","$16773","1.65%","Raised over $100k"
"WassermanDebbie Wasserman Schultz (D)","$1930111","$31843","1.65%","Raised over $100k"
"MeeksGregory W Meeks (D)","$917283","$14756","1.61%","Raised over $100k"
"RockefellerJay Rockefeller (D)","$6325838","$100916","1.60%","Raised over $100k"
"LipinskiDaniel Lipinski (D)","$752199","$11970","1.59%","Raised over $100k"
"NelsonBen Nelson (D)","$8124939","$127113","1.56%","Raised over $100k"
"OrtizSolomon P Ortiz (D)","$1223982","$19119","1.56%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$3319719","$51773","1.56%","Raised over $100k"
"PascrellBill Pascrell Jr (D)","$1499697","$23387","1.56%","Raised over $100k"
"EngelEliot L Engel (D)","$981834","$15229","1.55%","Raised over $100k"
"CalvertKen Calvert (R)","$1663591","$24428","1.47%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1808681","$25304","1.40%","Raised over $100k"
"EnziMike Enzi (R)","$2344423","$32489","1.39%","Raised over $100k"
"GonzalezCharlie A Gonzalez (D)","$921601","$12485","1.35%","Raised over $100k"
"IsraelSteve Israel (D)","$2547657","$34336","1.35%","Raised over $100k"
"SerranoJose E Serrano (D)","$373374","$4875","1.31%","Raised over $100k"
"GreenAl Green (D)","$443131","$5715","1.29%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$2022922","$25110","1.24%","Raised over $100k"
"ReyesSilvestre Reyes (D)","$1044123","$12869","1.23%","Raised over $100k"
"RothmanSteven R Rothman (D)","$1085315","$13178","1.21%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1247643","$14991","1.20%","Raised over $100k"
"BarrettGresham Barrett (R)","$101812","$1210","1.19%","Raised over $100k"
"VelazquezNydia Velazquez (D)","$838912","$9892","1.18%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$4511873","$52470","1.16%","Raised over $100k"
"HarmanJane Harman (D)","$1203707","$13699","1.14%","Raised over $100k"
"CheeksCarolyn Cheeks Kilpatrick (D)","$645241","$7195","1.12%","Raised over $100k"
"WaxmanHenry Waxman (D)","$1538103","$16460","1.07%","Raised over $100k"
"CostaJim Costa (D)","$1795156","$18636","1.04%","Raised over $100k"
"SchumerCharles E Schumer (D)","$19519748","$200871","1.03%","Raised over $100k"
"CummingsElijah E Cummings (D)","$796200","$8140","1.02%","Raised over $100k"
"MillerGary Miller (R)","$767700","$7830","1.02%","Raised over $100k"
"RogersHal Rogers (R)","$895671","$8915","1.00%","Raised over $100k"
"PayneDonald M Payne (D)","$617759","$6100","0.99%","Raised over $100k"
"SiresAlbio Sires (D)","$657768","$6300","0.96%","Raised over $100k"
"BradyRobert A Brady (D)","$904748","$8645","0.96%","Raised over $100k"
"SpecterArlen Specter (D)","$15974959","$146398","0.92%","Raised over $100k"
"DreierDavid Dreier (R)","$1243191","$11109","0.89%","Raised over $100k"
"MarkeyEd Markey (D)","$1535340","$13609","0.89%","Raised over $100k"
"NunesDevin Nunes (R)","$1223376","$10645","0.87%","Raised over $100k"
"TannerJohn Tanner (D)","$479882","$3799","0.79%","Raised over $100k"
"HinojosaRuben Hinojosa (D)","$609898","$4820","0.79%","Raised over $100k"
"CochranThad Cochran (R)","$2680848","$20993","0.78%","Raised over $100k"
"ShermanBrad Sherman (D)","$1743592","$13646","0.78%","Raised over $100k"
"BecerraXavier Becerra (D)","$1716196","$12542","0.73%","Raised over $100k"
"BradyKevin Brady (R)","$1028855","$7390","0.72%","Raised over $100k"
"BermanHoward L Berman (D)","$1914073","$13444","0.70%","Raised over $100k"
"LaTouretteSteve LaTourette (R)","$1290686","$8642","0.67%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$512939","$3300","0.64%","Raised over $100k"
"BairdBrian Baird (D)","$147942","$795","0.54%","Raised over $100k"
"BachusSpencer Bachus (R)","$1415672","$7022","0.50%","Raised over $100k"
"DoyleMike Doyle (D)","$726537","$3469","0.48%","Raised over $100k"
"GreggJudd Gregg (R)","$577981","$2495","0.43%","Raised over $100k"
"CarperTom Carper (D)","$4543450","$18494","0.41%","Raised over $100k"
"BennettRobert F Bennett (R)","$4089295","$16019","0.39%","Raised over $100k"
"LeahyPatrick Leahy (D)","$4869504","$18343","0.38%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$739771","$2785","0.38%","Raised over $100k"
"BaucusMax Baucus (D)","$12624193","$46946","0.37%","Raised over $100k"
"ScottDavid Scott (D)","$862262","$2900","0.34%","Raised over $100k"
"DavisArtur Davis (D)","$115560","$385","0.33%","Raised over $100k"
"GordonBart Gordon (D)","$575393","$1890","0.33%","Raised over $100k"
"RushBobby L Rush (D)","$532447","$1650","0.31%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$8557473","$11989","0.14%","Raised over $100k"
"LewisJerry Lewis (R)","$688155","$949","0.14%","Raised over $100k"
"PutnamAdam H Putnam (R)","$41839","$57","0.14%","Raised less than $100k"
"DorganByron L Dorgan (D)","$5049644","$6202","0.12%","Raised over $100k"
"CrapoMike Crapo (R)","$5098869","$5137","0.10%","Raised over $100k"
"ViscloskyPete Visclosky (D)","$891338","$700","0.08%","Raised over $100k"
"InouyeDaniel K Inouye (D)","$5216102","$3924","0.08%","Raised over $100k"
"""Kit""Christopher ""Kit"" Bond (R)","$1681375","$1163","0.07%","Raised over $100k"
"TiberiPat Tiberi (R)","$3041995","$2047","0.07%","Raised over $100k"
"LautenbergFrank R Lautenberg (D)","$8956424","$1816","0.02%","Raised over $100k"
"PerlmutterEdwin G Perlmutter (D)","$2443962","$389","0.02%","Raised over $100k"
"ObeyDavid R Obey (D)","$1378417","$206","0.01%","Raised over $100k"
"ChaffetzJason Chaffetz (R)","$647194","$50","0.01%","Raised over $100k"
"KohlHerb Kohl (D)","$7025449","$270","0.00%","Raised over $100k"
"BaldwinTammy Baldwin (D)","$1194114","$0","0.00%","Raised over $100k"
"WelchPeter Welch (D)","$1027181","$0","0.00%","Raised over $100k"
"Ros-LehtinenIleana Ros-Lehtinen (R)","$1668779","$0","0.00%","Raised over $100k"
"CrenshawAnder Crenshaw (R)","$554327","$0","0.00%","Raised over $100k"
"AndrewsRobert E Andrews (D)","$1455172","-$120","-0.01%","Raised over $100k"
"Diaz-BalartLincoln Diaz-Balart (R)","$383655","-$1000","-0.26%","Raised over $100k"
"PierluisiPedro Pierluisi (3)","$336491","-$5450","-1.62%","Raised over $100k"
