"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"SmithAdam Smith (D)","$1414017","$37571","2.66%","Raised over $100k"
"UptonFred Upton (R)","$3096225","$81364","2.63%","Raised over $100k"
"EspaillatAdriano Espaillat (D)","$819583","$21453","2.62%","Raised over $100k"
"MoranJerry Moran (R)","$6592336","$172436","2.62%","Raised over $100k"
"BrooksSusan Brooks (R)","$1426726","$37057","2.60%","Raised over $100k"
"JohnsonMike Johnson (R)","$1186685","$30583","2.58%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$90351","$2319","2.57%","Raised less than $100k"
"KinzingerAdam Kinzinger (R)","$1821816","$46698","2.56%","Raised over $100k"
"MatsuiDoris O Matsui (D)","$1066880","$27055","2.54%","Raised over $100k"
"WomackSteve Womack (R)","$1203446","$30236","2.51%","Raised over $100k"
"CulbersonJohn Culberson (R)","$3461179","$86134","2.49%","Raised over $100k"
"GibbsBob Gibbs (R)","$1055843","$26122","2.47%","Raised over $100k"
"WickerRoger Wicker (R)","$6568817","$161905","2.46%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$1966247","$48392","2.46%","Raised over $100k"
"FrelinghuysenRodney Frelinghuysen (R)","$1202702","$29587","2.46%","Raised over $100k"
"BarrassoJohn A Barrasso (R)","$7380997","$180497","2.45%","Raised over $100k"
"HolmesEleanor Holmes Norton (D)","$415030","$10080","2.43%","Raised over $100k"
"DunnNeal Dunn (R)","$1334320","$32392","2.43%","Raised over $100k"
"SchumerCharles E Schumer (D)","$24078285","$582243","2.42%","Raised over $100k"
"LaMalfaDoug LaMalfa (R)","$1028857","$24413","2.37%","Raised over $100k"
"MurkowskiLisa Murkowski (R)","$6294040","$148495","2.36%","Raised over $100k"
"GreenGene Green (D)","$467573","$10988","2.35%","Raised over $100k"
"ShermanBrad Sherman (D)","$1390199","$32043","2.30%","Raised over $100k"
"FoxxVirginia Foxx (R)","$2338916","$53888","2.30%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$1686148","$36775","2.18%","Raised over $100k"
"SotoDarren Soto (D)","$1502940","$32658","2.17%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$1989607","$42814","2.15%","Raised over $100k"
"MesserLuke Messer (R)","$2479850","$53267","2.15%","Raised over $100k"
"SessionsPete Sessions (R)","$5052626","$104084","2.06%","Raised over $100k"
"PlaskettStacey Plaskett (D)","$359181","$7363","2.05%","Raised over $100k"
"BordalloMadeleine Z Bordallo (D)","$163165","$3325","2.04%","Raised over $100k"
"DavisDanny K Davis (D)","$444796","$9023","2.03%","Raised over $100k"
"RussellSteven Russell (R)","$949887","$19045","2.00%","Raised over $100k"
"TorresNorma Torres (D)","$624401","$12421","1.99%","Raised over $100k"
"ArringtonJodey Arrington (R)","$1363297","$26546","1.95%","Raised over $100k"
"GrangerKay Granger (R)","$2061483","$40058","1.94%","Raised over $100k"
"BrownAnthony Brown (D)","$844181","$16316","1.93%","Raised over $100k"
"WalkerMark Walker (R)","$1311406","$25332","1.93%","Raised over $100k"
"ShimkusJohn Shimkus (R)","$1966005","$37924","1.93%","Raised over $100k"
"DenhamJeff Denham (R)","$4867442","$93814","1.93%","Raised over $100k"
"LambornDouglas L Lamborn (R)","$679456","$13005","1.91%","Raised over $100k"
"SimpsonMike Simpson (R)","$1107701","$21151","1.91%","Raised over $100k"
"SanchezLinda Sanchez (D)","$1704758","$32551","1.91%","Raised over $100k"
"EstesRon Estes (R)","$1831615","$34531","1.89%","Raised over $100k"
"BurgessMichael Burgess (R)","$1672804","$31258","1.87%","Raised over $100k"
"HudsonRichard Hudson (R)","$2447285","$45281","1.85%","Raised over $100k"
"GreenAl Green (D)","$560387","$10326","1.84%","Raised over $100k"
"RobyMartha Roby (R)","$2559441","$46975","1.84%","Raised over $100k"
"FudgeMarcia L Fudge (D)","$763205","$13665","1.79%","Raised over $100k"
"JoyceDavid P Joyce (R)","$2563185","$45842","1.79%","Raised over $100k"
"BoyleBrendan Boyle (D)","$1173414","$20701","1.76%","Raised over $100k"
"KellyMike Kelly (R)","$2566019","$44805","1.75%","Raised over $100k"
"BeattyJoyce Beatty (D)","$1087553","$18980","1.75%","Raised over $100k"
"PanettaJimmy Panetta (D)","$1244800","$21691","1.74%","Raised over $100k"
"CrapoMike Crapo (R)","$6872245","$119632","1.74%","Raised over $100k"
"RoyceEd Royce (R)","$1577574","$27300","1.73%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1546643","$26515","1.71%","Raised over $100k"
"PoliquinBruce Poliquin (R)","$3944802","$67051","1.70%","Raised over $100k"
"SmithAdrian Smith (R)","$1219588","$20410","1.67%","Raised over $100k"
"ConawayMike Conaway (R)","$2214115","$36991","1.67%","Raised over $100k"
"CarterJohn Carter (R)","$1794743","$29801","1.66%","Raised over $100k"
"McKinleyDavid McKinley (R)","$1221936","$19981","1.64%","Raised over $100k"
"LoudermilkBarry Loudermilk (R)","$845520","$13760","1.63%","Raised over $100k"
"MullinMarkwayne Mullin (R)","$1572714","$25319","1.61%","Raised over $100k"
"SchweikertDavid Schweikert (R)","$1634106","$26224","1.60%","Raised over $100k"
"GoodlatteBob Goodlatte (R)","$436876","$6973","1.60%","Raised over $100k"
"DesjarlaisScott Desjarlais (R)","$544417","$8562","1.57%","Raised over $100k"
"AlexanderLamar Alexander (R)","$8031431","$125371","1.56%","Raised over $100k"
"LabradorRaul Labrador (R)","$87850","$1371","1.56%","Raised less than $100k"
"OlsonPete Olson (R)","$1532998","$23560","1.54%","Raised over $100k"
"HoldingGeorge Holding (R)","$2867344","$42658","1.49%","Raised over $100k"
"AbrahamRalph Abraham (R)","$857200","$12310","1.44%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$2327359","$33421","1.44%","Raised over $100k"
"YoderKevin Yoder (R)","$4578200","$64442","1.41%","Raised over $100k"
"SerranoJose E Serrano (D)","$259991","$3650","1.40%","Raised over $100k"
"EnziMike Enzi (R)","$3614589","$50736","1.40%","Raised over $100k"
"BishopRob Bishop (R)","$1184984","$16573","1.40%","Raised over $100k"
"CollinsChris Collins (R)","$1316753","$18280","1.39%","Raised over $100k"
"MarinoTom Marino (R)","$788300","$10761","1.37%","Raised over $100k"
"VeaseyMarc Veasey (D)","$1495544","$20251","1.35%","Raised over $100k"
"RouzerDavid Rouzer (R)","$1562002","$20994","1.34%","Raised over $100k"
"HensarlingJeb Hensarling (R)","$795814","$10687","1.34%","Raised over $100k"
"MarshallRoger Marshall (R)","$1220562","$16366","1.34%","Raised over $100k"
"WilsonFrederica Wilson (D)","$358475","$4774","1.33%","Raised over $100k"
"HollingsworthTrey Hollingsworth (R)","$1471589","$19409","1.32%","Raised over $100k"
"ButterfieldG K Butterfield (D)","$761051","$9890","1.30%","Raised over $100k"
"RooneyFrancis Rooney (R)","$1264233","$16289","1.29%","Raised over $100k"
"JeffriesHakeem Jeffries (D)","$1740870","$22354","1.28%","Raised over $100k"
"ColeTom Cole (R)","$1942739","$24929","1.28%","Raised over $100k"
"MitchellPaul Mitchell (R)","$719377","$8865","1.23%","Raised over $100k"
"CohenSteve Cohen (D)","$528509","$6461","1.22%","Raised over $100k"
"BlackDiane Black (R)","$239963","$2923","1.22%","Raised over $100k"
"ThornberryMac Thornberry (R)","$1372109","$16620","1.21%","Raised over $100k"
"GallagherMike Gallagher (R)","$2817157","$33920","1.20%","Raised over $100k"
"BartonJoe Barton (R)","$349381","$4188","1.20%","Raised over $100k"
"SmuckerLloyd Smucker (R)","$1543832","$18408","1.19%","Raised over $100k"
"PittengerRobert Pittenger (R)","$1126157","$13417","1.19%","Raised over $100k"
"CurbeloCarlos Curbelo (R)","$5090569","$59987","1.18%","Raised over $100k"
"MeeksGregory W Meeks (D)","$1027879","$12025","1.17%","Raised over $100k"
"SanfordMark Sanford (R)","$756181","$8770","1.16%","Raised over $100k"
"MacArthurThomas MacArthur (R)","$4725105","$54791","1.16%","Raised over $100k"
"LoBiondoFrank LoBiondo (R)","$370540","$4265","1.15%","Raised over $100k"
"CookPaul Cook (R)","$960252","$10980","1.14%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$533114","$6095","1.14%","Raised over $100k"
"GravesSam Graves (R)","$1695131","$19314","1.14%","Raised over $100k"
"CalvertKen Calvert (R)","$1547159","$17298","1.12%","Raised over $100k"
"McCaulMichael McCaul (R)","$1710584","$19084","1.12%","Raised over $100k"
"HernKevin Hern (R)","$2807162","$31173","1.11%","Raised over $100k"
"PalloneFrank Pallone Jr. (D)","$2802832","$31027","1.11%","Raised over $100k"
"KustoffDavid Kustoff (R)","$1684484","$18222","1.08%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$727312","$7610","1.05%","Raised over $100k"
"JenkinsLynn Jenkins (R)","$9560","$100","1.05%","Raised less than $100k"
"CheneyLiz Cheney (R)","$867571","$9011","1.04%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1013590","$10374","1.02%","Raised over $100k"
"NorcrossDon Norcross (D)","$2174891","$22085","1.02%","Raised over $100k"
"CostelloRyan Costello (R)","$1342521","$13618","1.01%","Raised over $100k"
"LongBilly Long (R)","$1526393","$15450","1.01%","Raised over $100k"
"CorreaLou Correa (D)","$1118517","$11256","1.01%","Raised over $100k"
"AmodeiMark Amodei (R)","$1207363","$11692","0.97%","Raised over $100k"
"PayneDonald M Payne Jr. (D)","$538431","$5168","0.96%","Raised over $100k"
"HatchOrrin G Hatch (R)","$4988345","$47430","0.95%","Raised over $100k"
"ComerJames Comer (R)","$720746","$6686","0.93%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$4114261","$37997","0.92%","Raised over $100k"
"RutherfordJohn Rutherford (R)","$805304","$7315","0.91%","Raised over $100k"
"StrangeLuther Strange (R)","$5624850","$49936","0.89%","Raised over $100k"
"JohnsonHank Johnson (D)","$481257","$4232","0.88%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$3219073","$28284","0.88%","Raised over $100k"
"GonzalezVicente Gonzalez (D)","$1310242","$11309","0.86%","Raised over $100k"
"ScottAustin Scott (R)","$818129","$7041","0.86%","Raised over $100k"
"SewellTerri A Sewell (D)","$1782862","$15294","0.86%","Raised over $100k"
"ByrneBradley Byrne (R)","$1460041","$12150","0.83%","Raised over $100k"
"RogersMike D Rogers (R)","$1349986","$10932","0.81%","Raised over $100k"
"BucshonLarry Bucshon (R)","$967433","$7453","0.77%","Raised over $100k"
"FloresBill Flores (R)","$1327333","$9937","0.75%","Raised over $100k"
"RichmondCedric Richmond (D)","$1547288","$11429","0.74%","Raised over $100k"
"NealRichard E Neal (D)","$3554755","$26074","0.73%","Raised over $100k"
"BuchananVernon Buchanan (R)","$2905820","$21265","0.73%","Raised over $100k"
"PascrellBill Pascrell Jr. (D)","$1703596","$12308","0.72%","Raised over $100k"
"BerniceEddie Bernice Johnson (D)","$511781","$3660","0.72%","Raised over $100k"
"FleischmannChuck Fleischmann (R)","$1254808","$8950","0.71%","Raised over $100k"
"SmithJason Smith (R)","$1980377","$13661","0.69%","Raised over $100k"
"PalazzoSteven Palazzo (R)","$766678","$5136","0.67%","Raised over $100k"
"WagnerAnn Wagner (R)","$3046757","$19626","0.64%","Raised over $100k"
"ClayWilliam L Clay Jr. (D)","$663479","$4174","0.63%","Raised over $100k"
"StiversSteve Stivers (R)","$4088933","$24827","0.61%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$409150","$2397","0.59%","Raised over $100k"
"BishopSanford Bishop (D)","$1119338","$6558","0.59%","Raised over $100k"
"PalmerGary Palmer (R)","$1194141","$6995","0.59%","Raised over $100k"
"RooneyTom Rooney (R)","$224668","$1275","0.57%","Raised over $100k"
"RogersHal Rogers (R)","$865598","$4674","0.54%","Raised over $100k"
"RiceTom Rice (R)","$1560587","$7625","0.49%","Raised over $100k"
"DoyleMike Doyle (D)","$892726","$4348","0.49%","Raised over $100k"
"WilliamsRoger Williams (R)","$1638560","$7869","0.48%","Raised over $100k"
"BradyRobert A. Brady (D)","$267078","$1277","0.48%","Raised over $100k"
"EngelEliot L Engel (D)","$1547520","$7219","0.47%","Raised over $100k"
"BradyKevin Brady (R)","$5213137","$24089","0.46%","Raised over $100k"
"SiresAlbio Sires (D)","$459609","$1849","0.40%","Raised over $100k"
"VelaFilemon Vela (D)","$1072689","$4242","0.40%","Raised over $100k"
"GravesTom Graves (R)","$2049327","$7724","0.38%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1656421","$5833","0.35%","Raised over $100k"
"VargasJuan Vargas (D)","$879037","$2900","0.33%","Raised over $100k"
"LucasFrank D Lucas (R)","$1078443","$3535","0.33%","Raised over $100k"
"GravesGarret Graves (R)","$2446336","$7635","0.31%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$2261370","$6737","0.30%","Raised over $100k"
"McCarthyKevin McCarthy (R)","$7986409","$22692","0.28%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$4141799","$10555","0.25%","Raised over $100k"
"MarchantKenny Marchant (R)","$1238182","$3098","0.25%","Raised over $100k"
"McHenryPatrick McHenry (R)","$3732272","$9242","0.25%","Raised over $100k"
"CostaJim Costa (D)","$1831442","$4485","0.24%","Raised over $100k"
"RushBobby L Rush (D)","$386313","$938","0.24%","Raised over $100k"
"ScottDavid Scott (D)","$1099687","$2484","0.23%","Raised over $100k"
"RossDennis Ross (R)","$741889","$1628","0.22%","Raised over $100k"
"DuncanJohn J Duncan Jr. (R)","$113083","$200","0.18%","Raised over $100k"
"LevinSander Levin (D)","$91288","$138","0.15%","Raised less than $100k"
"ViscloskyPete Visclosky (D)","$1102461","$1637","0.15%","Raised over $100k"
"ShusterBill Shuster (R)","$1245295","$1775","0.14%","Raised over $100k"
"HarperGregg Harper (R)","$297220","$410","0.14%","Raised over $100k"
"GonzalezJenniffer Gonzalez (3)","$401679","$100","0.02%","Raised over $100k"
"TrottDave Trott (R)","$167687","$0","0.00%","Raised over $100k"
"HanabusaColleen Hanabusa (D)","-$80634","$9661","-11.98%","Raised less than $100k"
