"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"CrapoMike Crapo (R)","$3392433","$147936","4.36%","Raised over $100k"
"CarperTom Carper (D)","$4718722","$205507","4.36%","Raised over $100k"
"HallRalph Hall (R)","$1096578","$47253","4.31%","Raised over $100k"
"CochranThad Cochran (R)","$2723398","$117174","4.30%","Raised over $100k"
"PalloneFrank Pallone Jr (D)","$2601120","$111367","4.28%","Raised over $100k"
"SununuJohn E Sununu (R)","$8879307","$379455","4.27%","Raised over $100k"
"TauscherEllen O Tauscher (D)","$1289082","$54399","4.22%","Raised over $100k"
"GordonBart Gordon (D)","$1704626","$71878","4.22%","Raised over $100k"
"RichardsonLaura Richardson (D)","$1039162","$43559","4.19%","Raised over $100k"
"PutnamAdam H Putnam (R)","$1843688","$76966","4.17%","Raised over $100k"
"OberstarJames L Oberstar (D)","$1995753","$83227","4.17%","Raised over $100k"
"VanChris Van Hollen (D)","$2317139","$96487","4.16%","Raised over $100k"
"McIntyreMike McIntyre (D)","$895676","$37137","4.15%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$323493","$13280","4.11%","Raised over $100k"
"NunesDevin Nunes (R)","$1195789","$48888","4.09%","Raised over $100k"
"PittsJoe Pitts (R)","$625290","$25538","4.08%","Raised over $100k"
"SanchezLinda Sanchez (D)","$616883","$24877","4.03%","Raised over $100k"
"DeGetteDiana DeGette (D)","$808491","$32319","4.00%","Raised over $100k"
"BoustanyCharles W Boustany Jr (R)","$1569139","$62712","4.00%","Raised over $100k"
"LiebermanJoe Lieberman (I)","$19794868","$772379","3.90%","Raised over $100k"
"MeeksGregory W Meeks (D)","$1039732","$39963","3.84%","Raised over $100k"
"TiberiPat Tiberi (R)","$2068833","$78795","3.81%","Raised over $100k"
"StevensTed Stevens (R)","$5161259","$195288","3.78%","Raised over $100k"
"DicksNorm Dicks (D)","$1390406","$52475","3.77%","Raised over $100k"
"HastingsAlcee L Hastings (D)","$820458","$30739","3.75%","Raised over $100k"
"FergusonMike Ferguson (R)","$1130405","$41704","3.69%","Raised over $100k"
"SpecterArlen Specter (R)","$22828320","$833412","3.65%","Raised over $100k"
"SessionsPete Sessions (R)","$1808588","$65703","3.63%","Raised over $100k"
"WhitfieldEd Whitfield (R)","$1020193","$36984","3.63%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$797809","$28681","3.59%","Raised over $100k"
"JacksonJesse Jackson Jr (D)","$1189930","$42179","3.54%","Raised over $100k"
"BurgessMichael Burgess (R)","$1049108","$36826","3.51%","Raised over $100k"
"CorkerBob Corker (R)","$21452383","$748495","3.49%","Raised over $100k"
"CheeksCarolyn Cheeks Kilpatrick (D)","$1027101","$35142","3.42%","Raised over $100k"
"WestmorelandLynn A Westmoreland (R)","$762003","$25519","3.35%","Raised over $100k"
"SanchezLoretta Sanchez (D)","$1244415","$41655","3.35%","Raised over $100k"
"ConyersJohn Conyers Jr (D)","$1096282","$35937","3.28%","Raised over $100k"
"BidenJoe Biden (D)","$7335912","$239194","3.26%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$1030869","$33432","3.24%","Raised over $100k"
"ButterfieldG K Butterfield (D)","$792329","$25429","3.21%","Raised over $100k"
"NeugebauerRandy Neugebauer (R)","$1193209","$37608","3.15%","Raised over $100k"
"DelahuntBill Delahunt (D)","$117097","$3680","3.14%","Raised over $100k"
"EngelEliot L Engel (D)","$1000776","$31291","3.13%","Raised over $100k"
"KanjorskiPaul E Kanjorski (D)","$2517285","$77932","3.10%","Raised over $100k"
"AbercrombieNeil Abercrombie (D)","$1444071","$44656","3.09%","Raised over $100k"
"Diaz-BalartLincoln Diaz-Balart (R)","$2284221","$70531","3.09%","Raised over $100k"
"BayhEvan Bayh (D)","$11304601","$346258","3.06%","Raised over $100k"
"LipinskiDaniel Lipinski (D)","$707824","$21573","3.05%","Raised over $100k"
"BillC W Bill Young (R)","$943430","$28471","3.02%","Raised over $100k"
"DavisArtur Davis (D)","$1692708","$50536","2.99%","Raised over $100k"
"CubinBarbara Cubin (R)","$68699","$2043","2.97%","Raised less than $100k"
"GonzalezCharlie A Gonzalez (D)","$870831","$25741","2.96%","Raised over $100k"
"BaucusMax Baucus (D)","$11602479","$340216","2.93%","Raised over $100k"
"BartonJoe Barton (R)","$1517025","$44351","2.92%","Raised over $100k"
"BecerraXavier Becerra (D)","$1557660","$44411","2.85%","Raised over $100k"
"IsraelSteve Israel (D)","$2144797","$60431","2.82%","Raised over $100k"
"GingreyPhil Gingrey (R)","$1630863","$45124","2.77%","Raised over $100k"
"GreggJudd Gregg (R)","$3502090","$96346","2.75%","Raised over $100k"
"SchumerCharles E Schumer (D)","$13302205","$364272","2.74%","Raised over $100k"
"PorterJon Porter (R)","$2946133","$79633","2.70%","Raised over $100k"
"MaloneyCarolyn B Maloney (D)","$1692319","$45629","2.70%","Raised over $100k"
"GreenGene Green (D)","$1077277","$29034","2.70%","Raised over $100k"
"EshooAnna Eshoo (D)","$1579249","$42556","2.69%","Raised over $100k"
"BonnerJo Bonner (R)","$842270","$22641","2.69%","Raised over $100k"
"ShusterBill Shuster (R)","$988776","$26520","2.68%","Raised over $100k"
"NadlerJerrold Nadler (D)","$1381995","$36845","2.67%","Raised over $100k"
"BarrowJohn Barrow (D)","$2299743","$60824","2.64%","Raised over $100k"
"WatersMaxine Waters (D)","$781102","$20636","2.64%","Raised over $100k"
"PryorMark Pryor (D)","$5943688","$156389","2.63%","Raised over $100k"
"BrownHenry Brown (R)","$976846","$24952","2.55%","Raised over $100k"
"McCaulMichael McCaul (R)","$1723165","$43222","2.51%","Raised over $100k"
"MahoneyTim Mahoney (D)","$3034464","$75406","2.48%","Raised over $100k"
"SueBetty Sue Sutton (D)","$739118","$18100","2.45%","Raised over $100k"
"CostaJim Costa (D)","$1026588","$24814","2.42%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$1982909","$47432","2.39%","Raised over $100k"
"RoyceEd Royce (R)","$1644376","$39021","2.37%","Raised over $100k"
"BerkleyShelley Berkley (D)","$2164787","$51084","2.36%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$2147392","$50137","2.33%","Raised over $100k"
"MarshallJim Marshall (D)","$1816862","$42077","2.32%","Raised over $100k"
"WydenRon Wyden (D)","$4990331","$114140","2.29%","Raised over $100k"
"EnsignJohn Ensign (R)","$6620882","$151370","2.29%","Raised over $100k"
"McNultyMichael R McNulty (D)","$83317","$1875","2.25%","Raised less than $100k"
"VelazquezNydia Velazquez (D)","$1136163","$25481","2.24%","Raised over $100k"
"ClayWilliam L Clay Jr (D)","$674852","$14994","2.22%","Raised over $100k"
"AlexanderLamar Alexander (R)","$8309683","$183241","2.21%","Raised over $100k"
"SarbanesJohn Sarbanes (D)","$1012936","$22301","2.20%","Raised over $100k"
"CarnahanRuss Carnahan (D)","$952342","$20751","2.18%","Raised over $100k"
"TaylorGene Taylor (D)","$521148","$11310","2.17%","Raised over $100k"
"BerniceEddie Bernice Johnson (D)","$527856","$11449","2.17%","Raised over $100k"
"LaTouretteSteve LaTourette (R)","$1476187","$31971","2.17%","Raised over $100k"
"PayneDonald M Payne (D)","$804186","$17277","2.15%","Raised over $100k"
"HellerDean Heller (R)","$1713939","$36040","2.10%","Raised over $100k"
"SlaughterLouise M Slaughter (D)","$822542","$17266","2.10%","Raised over $100k"
"McHughJohn M McHugh (R)","$708604","$14697","2.07%","Raised over $100k"
"WassermanDebbie Wasserman Schultz (D)","$1721750","$35552","2.06%","Raised over $100k"
"DuncanJohn J Duncan Jr (R)","$656919","$13452","2.05%","Raised over $100k"
"DreierDavid Dreier (R)","$1594341","$32641","2.05%","Raised over $100k"
"NelsonBen Nelson (D)","$7693976","$149143","1.94%","Raised over $100k"
"GreenAl Green (D)","$369156","$7100","1.92%","Raised over $100k"
"ShermanBrad Sherman (D)","$1267706","$24078","1.90%","Raised over $100k"
"LewisJerry Lewis (R)","$1185600","$22424","1.89%","Raised over $100k"
"CooperJim Cooper (D)","$637404","$11711","1.84%","Raised over $100k"
"BoydAllen Boyd (D)","$1450645","$26451","1.82%","Raised over $100k"
"KleinRon Klein (D)","$3955503","$71786","1.81%","Raised over $100k"
"MelanconCharles J Melancon (D)","$1544912","$27960","1.81%","Raised over $100k"
"BoucherRick Boucher (D)","$1750965","$31080","1.78%","Raised over $100k"
"KerryJohn Kerry (D)","$11105663","$196612","1.77%","Raised over $100k"
"PascrellBill Pascrell Jr (D)","$1450970","$25491","1.76%","Raised over $100k"
"BuchananVernon Buchanan (R)","$4374205","$76803","1.76%","Raised over $100k"
"MarchantKenny Marchant (R)","$651065","$11244","1.73%","Raised over $100k"
"OrtizSolomon P Ortiz (D)","$794981","$13595","1.71%","Raised over $100k"
"MoranJim Moran (D)","$1286993","$21776","1.69%","Raised over $100k"
"AlexanderRodney Alexander (R)","$911236","$15131","1.66%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$3677188","$60926","1.66%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$579484","$9550","1.65%","Raised over $100k"
"SprattJohn M Spratt Jr (D)","$1225278","$19666","1.61%","Raised over $100k"
"DoddChris Dodd (D)","$8938003","$142380","1.59%","Raised over $100k"
"CraigLarry Craig (R)","$902592","$14345","1.59%","Raised over $100k"
"ReyesSilvestre Reyes (D)","$1033751","$16380","1.58%","Raised over $100k"
"RushBobby L Rush (D)","$431209","$6825","1.58%","Raised over $100k"
"PryceDeborah Pryce (R)","$676458","$10279","1.52%","Raised over $100k"
"BrownCorrine Brown (D)","$559627","$8476","1.51%","Raised over $100k"
"FattahChaka Fattah (D)","$274080","$4150","1.51%","Raised over $100k"
"EnziMike Enzi (R)","$2368893","$35449","1.50%","Raised over $100k"
"LewisJohn Lewis (D)","$1267597","$18501","1.46%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$2058150","$30020","1.46%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$930270","$13476","1.45%","Raised over $100k"
"RogersHal Rogers (R)","$611926","$8820","1.44%","Raised over $100k"
"CampbellJohn Campbell (R)","$1007800","$14198","1.41%","Raised over $100k"
"StarkPete Stark (D)","$913166","$12748","1.40%","Raised over $100k"
"WilsonCharlie Wilson (D)","$793060","$11009","1.39%","Raised over $100k"
"MillerGary Miller (R)","$620752","$8589","1.38%","Raised over $100k"
"JohnsonHank Johnson (D)","$380346","$5139","1.35%","Raised over $100k"
"BermanHoward L Berman (D)","$1191003","$16020","1.35%","Raised over $100k"
"BishopRob Bishop (R)","$309556","$4145","1.34%","Raised over $100k"
"BradyKevin Brady (R)","$621911","$8326","1.34%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1423483","$18564","1.30%","Raised over $100k"
"RockefellerJay Rockefeller (D)","$5972208","$77165","1.29%","Raised over $100k"
"DingellJohn D Dingell (D)","$2736892","$34666","1.27%","Raised over $100k"
"MollohanAlan B Mollohan (D)","$794864","$9970","1.25%","Raised over $100k"
"NealRichard E Neal (D)","$1621922","$20311","1.25%","Raised over $100k"
"AckermanGary Ackerman (D)","$1313440","$15990","1.22%","Raised over $100k"
"SerranoJose E Serrano (D)","$410512","$4935","1.20%","Raised over $100k"
"DealNathan Deal (R)","$912801","$10777","1.18%","Raised over $100k"
"AllardWayne Allard (R)","$202335","$2380","1.18%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$3081315","$35382","1.15%","Raised over $100k"
"RangelCharles B Rangel (D)","$5093239","$56376","1.11%","Raised over $100k"
"HinojosaRuben Hinojosa (D)","$616104","$6582","1.07%","Raised over $100k"
"PelosiNancy Pelosi (D)","$2856945","$30493","1.07%","Raised over $100k"
"(Chip)Charles W (Chip) Pickering Jr (R)","$223701","$2366","1.06%","Raised over $100k"
"ViscloskyPete Visclosky (D)","$1763060","$18563","1.05%","Raised over $100k"
"LautenbergFrank R Lautenberg (D)","$9192874","$95469","1.04%","Raised over $100k"
"MeekKendrick B Meek (D)","$1552012","$15918","1.03%","Raised over $100k"
"CannonChris Cannon (R)","$831409","$8338","1.00%","Raised over $100k"
"McCreryJim McCrery (R)","$937826","$9309","0.99%","Raised over $100k"
"WaxmanHenry Waxman (D)","$990870","$9568","0.97%","Raised over $100k"
"RothmanSteven R Rothman (D)","$1426865","$13218","0.93%","Raised over $100k"
"CummingsElijah E Cummings (D)","$951855","$8450","0.89%","Raised over $100k"
"BennettRobert F Bennett (R)","$3838660","$30730","0.80%","Raised over $100k"
"BachusSpencer Bachus (R)","$1460646","$11504","0.79%","Raised over $100k"
"BishopSanford D Bishop Jr (D)","$1062311","$7783","0.73%","Raised over $100k"
"WattMelvin L Watt (D)","$680471","$4699","0.69%","Raised over $100k"
"ScottDavid Scott (D)","$1435970","$9351","0.65%","Raised over $100k"
"DoyleMike Doyle (D)","$915671","$5905","0.64%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$9883828","$45050","0.46%","Raised over $100k"
"TannerJohn Tanner (D)","$1462297","$6503","0.44%","Raised over $100k"
"CramerBud Cramer (D)","$639711","$2300","0.36%","Raised over $100k"
"HarmanJane Harman (D)","$600682","$1941","0.32%","Raised over $100k"
"FortunoLuis Fortuno (R)","$62648","$200","0.32%","Raised less than $100k"
"HobsonDave Hobson (R)","$552014","$1272","0.23%","Raised over $100k"
"MarkeyEd Markey (D)","$1454661","$2858","0.20%","Raised over $100k"
"WeinerAnthony D Weiner (D)","$379311","$690","0.18%","Raised over $100k"
"DavisDanny K Davis (D)","$531842","$551","0.10%","Raised over $100k"
"RegulaRalph Regula (R)","$107566","$60","0.06%","Raised over $100k"
"WarnerJohn W Warner (R)","$1582996","$490","0.03%","Raised over $100k"
"KohlHerb Kohl (D)","$5912483","$348","0.01%","Raised over $100k"
"BluntRoy Blunt (R)","$2580060","$0","0.00%","Raised over $100k"
"CazayouxDonald J Cazayoux (D)","$2740163","$0","0.00%","Raised over $100k"
"ScaliseSteve Scalise (R)","$1608688","$0","0.00%","Raised over $100k"
"MckeonBuck Mckeon (R)","$1051219","$0","0.00%","Raised over $100k"
