"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"VanChris Van Hollen (D)","$1055850","$29211","2.77%","Raised over $100k"
"WydenRon Wyden (D)","$9808752","$271065","2.76%","Raised over $100k"
"SanchezLoretta Sanchez (D)","$1455237","$40201","2.76%","Raised over $100k"
"DeutchTed Deutch (D)","$1065501","$29348","2.75%","Raised over $100k"
"MenendezRobert Menendez (D)","$16754724","$461373","2.75%","Raised over $100k"
"AmodeiMark Amodei (R)","$705028","$19124","2.71%","Raised over $100k"
"RenacciJim Renacci (R)","$2060081","$55853","2.71%","Raised over $100k"
"ButterfieldG K Butterfield (D)","$852625","$23006","2.70%","Raised over $100k"
"GravesTom Graves (R)","$969539","$25839","2.67%","Raised over $100k"
"JohannsMike Johanns (R)","$716208","$18868","2.63%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1175937","$30832","2.62%","Raised over $100k"
"PittsJoe Pitts (R)","$1287843","$33004","2.56%","Raised over $100k"
"LevinCarl Levin (D)","$116028","$2968","2.56%","Raised over $100k"
"BrownCorrine Brown (D)","$598417","$15308","2.56%","Raised over $100k"
"LucasFrank D Lucas (R)","$1382058","$35174","2.55%","Raised over $100k"
"MurkowskiLisa Murkowski (R)","$5811798","$147383","2.54%","Raised over $100k"
"SerranoJose E Serrano (D)","$192203","$4846","2.52%","Raised over $100k"
"PayneDonald M Payne Jr (D)","$554692","$13912","2.51%","Raised over $100k"
"RunyanJon Runyan (R)","$396889","$9851","2.48%","Raised over $100k"
"CulbersonJohn Culberson (R)","$719440","$17804","2.47%","Raised over $100k"
"CohenSteve Cohen (D)","$732897","$18098","2.47%","Raised over $100k"
"HuizengaBill Huizenga (R)","$1277353","$31277","2.45%","Raised over $100k"
"WilliamsRoger Williams (R)","$1890663","$45619","2.41%","Raised over $100k"
"CleaverEmanuel Cleaver (D)","$986751","$23535","2.39%","Raised over $100k"
"YoungTodd Young (R)","$2156589","$51290","2.38%","Raised over $100k"
"DingellJohn D Dingell (D)","$398244","$9418","2.36%","Raised over $100k"
"BurgessMichael Burgess (R)","$1178544","$27702","2.35%","Raised over $100k"
"MullinMarkwayne Mullin (R)","$1271636","$29779","2.34%","Raised over $100k"
"CarperTom Carper (D)","$4929191","$114585","2.32%","Raised over $100k"
"DuncanJohn J Duncan Jr (R)","$509942","$11825","2.32%","Raised over $100k"
"ConawayMike Conaway (R)","$2010703","$46382","2.31%","Raised over $100k"
"MichaudMike Michaud (D)","$171580","$3955","2.31%","Raised over $100k"
"SmithAdam Smith (D)","$1091661","$25113","2.30%","Raised over $100k"
"GibbsBob Gibbs (R)","$1131855","$25971","2.29%","Raised over $100k"
"TerryLee Terry (R)","$3106288","$71132","2.29%","Raised over $100k"
"MoranJim Moran (D)","$643293","$14686","2.28%","Raised over $100k"
"MathesonJim Matheson (D)","$823906","$18724","2.27%","Raised over $100k"
"GreenGene Green (D)","$1001294","$22651","2.26%","Raised over $100k"
"GravesSam Graves (R)","$1263610","$28578","2.26%","Raised over $100k"
"CarneyJohn Carney (D)","$1165084","$26340","2.26%","Raised over $100k"
"TurnerMichael R Turner (R)","$1072744","$24230","2.26%","Raised over $100k"
"SewellTerri A Sewell (D)","$1511863","$33888","2.24%","Raised over $100k"
"MaloneyCarolyn B Maloney (D)","$1410064","$31484","2.23%","Raised over $100k"
"LoBiondoFrank A LoBiondo (R)","$2128410","$47401","2.23%","Raised over $100k"
"LathamTom Latham (R)","$1005831","$22342","2.22%","Raised over $100k"
"HolmesEleanor Holmes Norton (D)","$442559","$9787","2.21%","Raised over $100k"
"GrahamLindsey Graham (R)","$11056889","$242592","2.19%","Raised over $100k"
"BishopRob Bishop (R)","$559346","$12193","2.18%","Raised over $100k"
"HudsonRichard Hudson (R)","$1507109","$32712","2.17%","Raised over $100k"
"JenkinsLynn Jenkins (R)","$2633524","$56639","2.15%","Raised over $100k"
"JoyceDavid P Joyce (R)","$2619497","$56111","2.14%","Raised over $100k"
"BeattyJoyce Beatty (D)","$888412","$18937","2.13%","Raised over $100k"
"JeffriesHakeem Jeffries (D)","$1113687","$23653","2.12%","Raised over $100k"
"RogersMike D Rogers (R)","$1102097","$23228","2.11%","Raised over $100k"
"HorsfordSteven Horsford (D)","$1935568","$40178","2.08%","Raised over $100k"
"EshooAnna Eshoo (D)","$1509756","$30923","2.05%","Raised over $100k"
"FudgeMarcia L Fudge (D)","$965128","$19395","2.01%","Raised over $100k"
"GrimmMichael Grimm (R)","$2000574","$39705","1.98%","Raised over $100k"
"LeahyPatrick Leahy (D)","$4583423","$90267","1.97%","Raised over $100k"
"IsraelSteve Israel (D)","$3812938","$74854","1.96%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$1157846","$22687","1.96%","Raised over $100k"
"AlexanderLamar Alexander (R)","$8201067","$158490","1.93%","Raised over $100k"
"BlackDiane Black (R)","$1334513","$25467","1.91%","Raised over $100k"
"ScottAustin Scott (R)","$956178","$17993","1.88%","Raised over $100k"
"DentCharlie Dent (R)","$1762782","$32373","1.84%","Raised over $100k"
"KapturMarcy Kaptur (D)","$891853","$16373","1.84%","Raised over $100k"
"TiberiPat Tiberi (R)","$3291478","$60312","1.83%","Raised over $100k"
"FloresBill Flores (R)","$1241673","$22649","1.82%","Raised over $100k"
"SchwartzAllyson Schwartz (D)","$416406","$7555","1.81%","Raised over $100k"
"WilsonFrederica Wilson (D)","$403133","$7295","1.81%","Raised over $100k"
"ManchinJoe Manchin (D)","$9949737","$177746","1.79%","Raised over $100k"
"RichmondCedric Richmond (D)","$1300572","$23215","1.78%","Raised over $100k"
"CrenshawAnder Crenshaw (R)","$1287442","$22862","1.78%","Raised over $100k"
"JohnsonTim Johnson (D)","$1622563","$28713","1.77%","Raised over $100k"
"EdwardsDonna Edwards (D)","$573483","$10092","1.76%","Raised over $100k"
"MurphyTim Murphy (R)","$1854010","$32331","1.74%","Raised over $100k"
"MeeksGregory W Meeks (D)","$1017709","$17640","1.73%","Raised over $100k"
"LipinskiDaniel Lipinski (D)","$874349","$15146","1.73%","Raised over $100k"
"McHenryPatrick McHenry (R)","$1736286","$29831","1.72%","Raised over $100k"
"NadlerJerrold Nadler (D)","$1143416","$19632","1.72%","Raised over $100k"
"DavisDanny K Davis (D)","$517869","$8851","1.71%","Raised over $100k"
"LuetkemeyerBlaine Luetkemeyer (R)","$1299137","$22031","1.70%","Raised over $100k"
"CochranThad Cochran (R)","$7388054","$124795","1.69%","Raised over $100k"
"GreenAl Green (D)","$530714","$8964","1.69%","Raised over $100k"
"UptonFred Upton (R)","$3926018","$65330","1.66%","Raised over $100k"
"SchumerCharles E Schumer (D)","$25578359","$424512","1.66%","Raised over $100k"
"WoodallRob Woodall (R)","$494449","$8188","1.66%","Raised over $100k"
"CookPaul Cook (R)","$813373","$13458","1.65%","Raised over $100k"
"ShusterBill Shuster (R)","$4054876","$66474","1.64%","Raised over $100k"
"HarperGregg Harper (R)","$1279953","$20806","1.63%","Raised over $100k"
"NeugebauerRandy Neugebauer (R)","$1668263","$27059","1.62%","Raised over $100k"
"WatersMaxine Waters (D)","$1301924","$21029","1.62%","Raised over $100k"
"MengGrace Meng (D)","$1188851","$19180","1.61%","Raised over $100k"
"YoderKevin Yoder (R)","$2149036","$34125","1.59%","Raised over $100k"
"CantorEric Cantor (R)","$6165587","$97776","1.59%","Raised over $100k"
"McIntyreMike McIntyre (D)","$744106","$11795","1.59%","Raised over $100k"
"StiversSteve Stivers (R)","$2736493","$42995","1.57%","Raised over $100k"
"FincherSteve Fincher (R)","$1723988","$26757","1.55%","Raised over $100k"
"BishopSanford Bishop (D)","$1226049","$18494","1.51%","Raised over $100k"
"PalazzoSteven Palazzo (R)","$967254","$14565","1.51%","Raised over $100k"
"LewisJohn Lewis (D)","$723263","$10827","1.50%","Raised over $100k"
"ClawsonCurt Clawson (R)","$4782657","$69839","1.46%","Raised over $100k"
"HallRalph Hall (R)","$1086181","$15775","1.45%","Raised over $100k"
"McLeodGloria McLeod (D)","$140632","$2011","1.43%","Raised over $100k"
"RiceTom Rice (R)","$1147856","$16173","1.41%","Raised over $100k"
"GoodlatteBob Goodlatte (R)","$2019678","$28047","1.39%","Raised over $100k"
"EnziMike Enzi (R)","$3772045","$51973","1.38%","Raised over $100k"
"OlsonPete Olson (R)","$1482853","$20345","1.37%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$1085270","$14682","1.35%","Raised over $100k"
"WestmorelandLynn A Westmoreland (R)","$1026119","$13786","1.34%","Raised over $100k"
"MeehanPatrick Meehan (R)","$1995783","$26674","1.34%","Raised over $100k"
"ChaffetzJason Chaffetz (R)","$967465","$12755","1.32%","Raised over $100k"
"BerniceEddie Bernice Johnson (D)","$560056","$7141","1.28%","Raised over $100k"
"VeaseyMarc Veasey (D)","$1407491","$17851","1.27%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1202666","$15226","1.27%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$436661","$5365","1.23%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$493129","$5942","1.20%","Raised over $100k"
"ShermanBrad Sherman (D)","$1431583","$16853","1.18%","Raised over $100k"
"BradyRobert A Brady (D)","$722246","$8210","1.14%","Raised over $100k"
"PompeoMike Pompeo (R)","$2518799","$28579","1.13%","Raised over $100k"
"BartonJoe Barton (R)","$1172496","$12759","1.09%","Raised over $100k"
"BuchananVernon Buchanan (R)","$1698712","$18467","1.09%","Raised over $100k"
"FleischmannChuck Fleischmann (R)","$1591286","$16973","1.07%","Raised over $100k"
"PascrellBill Pascrell Jr (D)","$1765755","$18787","1.06%","Raised over $100k"
"NunesDevin Nunes (R)","$2065646","$21009","1.02%","Raised over $100k"
"GerlachJim Gerlach (R)","$801345","$7808","0.97%","Raised over $100k"
"PittengerRobert Pittenger (R)","$1023931","$9890","0.97%","Raised over $100k"
"CampDave Camp (R)","$2077147","$19579","0.94%","Raised over $100k"
"HatchOrrin G Hatch (R)","$11510331","$108055","0.94%","Raised over $100k"
"McAllisterVance McAllister (R)","$1490146","$13760","0.92%","Raised over $100k"
"SessionsPete Sessions (R)","$2567779","$23637","0.92%","Raised over $100k"
"NealRichard E Neal (D)","$1809130","$16320","0.90%","Raised over $100k"
"EngelEliot L Engel (D)","$1237732","$10920","0.88%","Raised over $100k"
"VelazquezNydia Velazquez (D)","$739116","$6460","0.87%","Raised over $100k"
"CrapoMike Crapo (R)","$5285184","$46172","0.87%","Raised over $100k"
"NorcrossDon Norcross (D)","$2101758","$18269","0.87%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$3869179","$33564","0.87%","Raised over $100k"
"CostaJim Costa (D)","$1524076","$13174","0.86%","Raised over $100k"
"PastorEd Pastor (D)","$285659","$2385","0.83%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$3113565","$24780","0.80%","Raised over $100k"
"RogersHal Rogers (R)","$1332880","$10450","0.78%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1509460","$11353","0.75%","Raised over $100k"
"FattahChaka Fattah (D)","$496475","$3724","0.75%","Raised over $100k"
"DenhamJeff Denham (R)","$2762284","$20703","0.75%","Raised over $100k"
"NunneleeAlan Nunnelee (R)","$952823","$6966","0.73%","Raised over $100k"
"SessionsJeff Sessions (R)","$1712253","$12457","0.73%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$2202607","$15571","0.71%","Raised over $100k"
"CampbellJohn Campbell (R)","$245630","$1700","0.69%","Raised over $100k"
"WagnerAnn Wagner (R)","$2329338","$15899","0.68%","Raised over $100k"
"WhitfieldEd Whitfield (R)","$1873976","$12070","0.64%","Raised over $100k"
"SiresAlbio Sires (D)","$659465","$4111","0.62%","Raised over $100k"
"CummingsElijah E Cummings (D)","$898538","$5520","0.61%","Raised over $100k"
"PalloneFrank Pallone Jr (D)","$3170209","$19439","0.61%","Raised over $100k"
"RoyceEd Royce (R)","$3192507","$19285","0.60%","Raised over $100k"
"CalvertKen Calvert (R)","$1192965","$7158","0.60%","Raised over $100k"
"VelaFilemon Vela (D)","$821879","$4789","0.58%","Raised over $100k"
"DelaneyJohn K Delaney (D)","$2607471","$13816","0.53%","Raised over $100k"
"MarchantKenny Marchant (R)","$804263","$4175","0.52%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$347168","$1760","0.51%","Raised over $100k"
"CarterJohn Carter (R)","$996110","$4310","0.43%","Raised over $100k"
"WaxmanHenry Waxman (D)","$473510","$2038","0.43%","Raised over $100k"
"BecerraXavier Becerra (D)","$1852782","$7423","0.40%","Raised over $100k"
"DoyleMike Doyle (D)","$858651","$3410","0.40%","Raised over $100k"
"VargasJuan Vargas (D)","$760893","$2944","0.39%","Raised over $100k"
"ScottDavid Scott (D)","$1015513","$3866","0.38%","Raised over $100k"
"BachusSpencer Bachus (R)","$288753","$1000","0.35%","Raised over $100k"
"BradyKevin Brady (R)","$2525942","$6912","0.27%","Raised over $100k"
"RushBobby L Rush (D)","$349071","$921","0.26%","Raised over $100k"
"CardenasTony Cardenas (D)","$1013136","$2363","0.23%","Raised over $100k"
"MillerGary Miller (R)","$829309","$1750","0.21%","Raised over $100k"
"McCarthyKevin McCarthy (R)","$5943826","$11885","0.20%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$6734614","$12962","0.19%","Raised over $100k"
"ScaliseSteve Scalise (R)","$2617334","$4180","0.16%","Raised over $100k"
"HinojosaRuben Hinojosa (D)","$496825","$756","0.15%","Raised over $100k"
"RockefellerJay Rockefeller (D)","$1044452","$1433","0.14%","Raised over $100k"
"MckeonBuck Mckeon (R)","$417465","$532","0.13%","Raised over $100k"
"ViscloskyPete Visclosky (D)","$937818","$150","0.02%","Raised over $100k"
"PerlmutterEdwin G Perlmutter (D)","$2046462","$317","0.02%","Raised over $100k"
"KindRon Kind (D)","$2161647","$285","0.01%","Raised over $100k"
"LongBilly Long (R)","$1199797","$0","0.00%","Raised over $100k"
"Ros-LehtinenIleana Ros-Lehtinen (R)","$1004276","$0","0.00%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$942031","$0","0.00%","Raised over $100k"
"HEni F H Faleomavaega (D)","$59833","$0","0.00%","Raised less than $100k"
"RyanPaul Ryan (R)","$9358582","-$360","0.00%","Raised over $100k"
"PierluisiPedro Pierluisi (D)","$575147","-$2200","-0.38%","Raised over $100k"
