"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"WelchPeter Welch (D)","$5363253","$230540","4.30%","Raised over $100k"
"BarrAndy Barr (R)","$3809735","$162876","4.28%","Raised over $100k"
"KellyRobin Kelly (D)","$1730366","$73812","4.27%","Raised over $100k"
"TurnerMichael R Turner (R)","$1503995","$63901","4.25%","Raised over $100k"
"KhannaRo Khanna (D)","$5790692","$245834","4.25%","Raised over $100k"
"LoudermilkBarry Loudermilk (R)","$786025","$33131","4.22%","Raised over $100k"
"DavisDanny K Davis (D)","$675347","$28292","4.19%","Raised over $100k"
"LarsonJohn Larson (D)","$1733614","$72440","4.18%","Raised over $100k"
"BishopSanford Bishop (D)","$3011853","$125324","4.16%","Raised over $100k"
"TorresRitchie Torres (D)","$4378606","$179564","4.10%","Raised over $100k"
"WilsonFrederica Wilson (D)","$617225","$25242","4.09%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$1884334","$76428","4.06%","Raised over $100k"
"BilirakisGus Bilirakis (R)","$1979501","$80125","4.05%","Raised over $100k"
"MurphyGreg Murphy (R)","$1940352","$78199","4.03%","Raised over $100k"
"LankfordJames Lankford (R)","$7250250","$291322","4.02%","Raised over $100k"
"BabinBrian Babin (R)","$1053278","$41938","3.98%","Raised over $100k"
"EshooAnna Eshoo (D)","$2031747","$80857","3.98%","Raised over $100k"
"JacobsSara Jacobs (D)","$1656385","$65348","3.95%","Raised over $100k"
"CarbajalSalud Carbajal (D)","$2137234","$83376","3.90%","Raised over $100k"
"KatkoJohn Katko (R)","$1517579","$58154","3.83%","Raised over $100k"
"HigginsBrian Higgins (D)","$1535574","$58662","3.82%","Raised over $100k"
"GarciaJesus Garcia (D)","$922494","$35007","3.79%","Raised over $100k"
"NewhouseDan Newhouse (R)","$2118604","$79294","3.74%","Raised over $100k"
"LaHoodDarin LaHood (R)","$3898022","$144647","3.71%","Raised over $100k"
"ThompsonGlenn Thompson (R)","$2641673","$96747","3.66%","Raised over $100k"
"CarperTom Carper (D)","$4687553","$169312","3.61%","Raised over $100k"
"EvansDwight Evans (D)","$1138908","$41049","3.60%","Raised over $100k"
"FrankelLois Frankel (D)","$1265333","$44696","3.53%","Raised over $100k"
"GravesSam Graves (R)","$2370869","$80728","3.40%","Raised over $100k"
"MengGrace Meng (D)","$1601048","$53652","3.35%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$954615","$31667","3.32%","Raised over $100k"
"HoevenJohn Hoeven (R)","$4404647","$145515","3.30%","Raised over $100k"
"MaloneyCarolyn Maloney (D)","$3997970","$131928","3.30%","Raised over $100k"
"FallonPatrick Fallon (R)","$859595","$28246","3.29%","Raised over $100k"
"JohnsonDusty Johnson (R)","$2586610","$84966","3.28%","Raised over $100k"
"KaheleKai Kahele (D)","$463157","$14851","3.21%","Raised over $100k"
"MooreGwen Moore (D)","$1207905","$38291","3.17%","Raised over $100k"
"AdamsAlma Adams (D)","$947656","$29986","3.16%","Raised over $100k"
"ManchinJoe Manchin (D)","$17076625","$540151","3.16%","Raised over $100k"
"GuestMichael Guest (R)","$1344443","$42087","3.13%","Raised over $100k"
"UptonFred Upton (R)","$1422995","$44463","3.12%","Raised over $100k"
"CardinBen Cardin (D)","$4429758","$137345","3.10%","Raised over $100k"
"LangevinJim Langevin (D)","$417900","$12873","3.08%","Raised over $100k"
"RiceTom Rice (R)","$1585580","$48831","3.08%","Raised over $100k"
"BishopDan Bishop (R)","$1934842","$59188","3.06%","Raised over $100k"
"CarsonAndre Carson (D)","$843212","$25503","3.02%","Raised over $100k"
"BuchananVernon Buchanan (R)","$4038100","$120974","3.00%","Raised over $100k"
"JohnsonBill Johnson (R)","$1677186","$50183","2.99%","Raised over $100k"
"SmithAdam Smith (D)","$1381609","$41249","2.99%","Raised over $100k"
"GomezJimmy Gomez (D)","$1767637","$52017","2.94%","Raised over $100k"
"MoolenaarJohn Moolenaar (R)","$2181165","$63961","2.93%","Raised over $100k"
"VelazquezNydia Velazquez (D)","$600501","$16792","2.80%","Raised over $100k"
"HernKevin Hern (R)","$1369494","$37971","2.77%","Raised over $100k"
"BaldersonTroy Balderson (R)","$1912045","$52128","2.73%","Raised over $100k"
"WeberRandy Weber (R)","$1027698","$27890","2.71%","Raised over $100k"
"RiceKathleen Rice (D)","$468406","$12595","2.69%","Raised over $100k"
"SchweikertDavid Schweikert (R)","$1903339","$50730","2.67%","Raised over $100k"
"HudsonRichard Hudson (R)","$3087197","$81375","2.64%","Raised over $100k"
"CleaverEmanuel Cleaver (D)","$1214785","$31867","2.62%","Raised over $100k"
"BoozmanJohn Boozman (R)","$7717445","$200477","2.60%","Raised over $100k"
"MurphyStephanie Murphy (D)","$1106089","$28119","2.54%","Raised over $100k"
"JoyceDavid P Joyce (R)","$2581608","$64501","2.50%","Raised over $100k"
"MfumeKweisi Mfume (D)","$595635","$14400","2.42%","Raised over $100k"
"EstesRon Estes (R)","$1863803","$44103","2.37%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$1079670","$25099","2.32%","Raised over $100k"
"GaramendiJohn Garamendi (D)","$1145390","$25884","2.26%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1537394","$33815","2.20%","Raised over $100k"
"MenendezRobert Menendez (D)","$16539813","$360455","2.18%","Raised over $100k"
"FergusonDrew Ferguson (R)","$3414306","$74150","2.17%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1508551","$32709","2.17%","Raised over $100k"
"ShermanBrad Sherman (D)","$1885954","$40237","2.13%","Raised over $100k"
"PalazzoSteven Palazzo (R)","$1058757","$22561","2.13%","Raised over $100k"
"GibbsBob Gibbs (R)","$321763","$6752","2.10%","Raised over $100k"
"MorelleJoseph D Morelle (D)","$2233253","$46345","2.08%","Raised over $100k"
"FitzpatrickBrian Fitzpatrick (R)","$4421005","$90575","2.05%","Raised over $100k"
"CrawfordRick Crawford (R)","$1086520","$21803","2.01%","Raised over $100k"
"SmithAdrian Smith (R)","$1699591","$34063","2.00%","Raised over $100k"
"CrapoMike Crapo (R)","$7412180","$146608","1.98%","Raised over $100k"
"AuchinclossJake Auchincloss (D)","$3037337","$59374","1.95%","Raised over $100k"
"PayneDonald M Payne Jr. (D)","$1361050","$26222","1.93%","Raised over $100k"
"PetersScott Peters (D)","$2384008","$45906","1.93%","Raised over $100k"
"CaseEd Case (D)","$1050574","$20206","1.92%","Raised over $100k"
"HolmesEleanor Holmes Norton (D)","$283498","$5300","1.87%","Raised over $100k"
"WestermanBruce Westerman (R)","$1928212","$34612","1.80%","Raised over $100k"
"TimmonsWilliam Timmons (R)","$902342","$16113","1.79%","Raised over $100k"
"CardenasTony Cardenas (D)","$1548526","$27492","1.78%","Raised over $100k"
"ReedJack Reed (D)","$4063526","$71556","1.76%","Raised over $100k"
"HillFrench Hill (R)","$3241746","$56149","1.73%","Raised over $100k"
"PascrellBill Pascrell Jr. (D)","$1567026","$26267","1.68%","Raised over $100k"
"CuellarHenry Cuellar (D)","$4642299","$76745","1.65%","Raised over $100k"
"GarciaSylvia Garcia (D)","$940934","$15262","1.62%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$2241365","$35458","1.58%","Raised over $100k"
"LucasFrank D Lucas (R)","$1521361","$23904","1.57%","Raised over $100k"
"SmuckerLloyd Smucker (R)","$1501842","$23440","1.56%","Raised over $100k"
"BeattyJoyce Beatty (D)","$2232256","$34572","1.55%","Raised over $100k"
"SchraderKurt Schrader (D)","$2244430","$34683","1.55%","Raised over $100k"
"MoranJerry Moran (R)","$7499161","$113498","1.51%","Raised over $100k"
"YakymRudy Yakym (R)","$1129551","$16969","1.50%","Raised over $100k"
"KustoffDavid Kustoff (R)","$1907251","$28188","1.48%","Raised over $100k"
"KellyMike Kelly (R)","$1293141","$18842","1.46%","Raised over $100k"
"GottheimerJosh Gottheimer (D)","$8729197","$124874","1.43%","Raised over $100k"
"MannTracey Mann (R)","$1232488","$17499","1.42%","Raised over $100k"
"HuizengaBill Huizenga (R)","$3029019","$41406","1.37%","Raised over $100k"
"WhitehouseSheldon Whitehouse (D)","$7025272","$95846","1.36%","Raised over $100k"
"SuozziTom Suozzi (D)","$1554894","$21181","1.36%","Raised over $100k"
"SpeierJackie Speier (D)","$274484","$3681","1.34%","Raised over $100k"
"TaylorVan Taylor (R)","$2353036","$30609","1.30%","Raised over $100k"
"RouzerDavid Rouzer (R)","$1482708","$19258","1.30%","Raised over $100k"
"GreenAl Green (D)","$406713","$5199","1.28%","Raised over $100k"
"LaturnerJake Laturner (R)","$1468890","$18056","1.23%","Raised over $100k"
"LowenthalAlan Lowenthal (D)","$181287","$2227","1.23%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$3907745","$46857","1.20%","Raised over $100k"
"CarterTroy Carter (D)","$3063338","$36573","1.19%","Raised over $100k"
"MeuserDan Meuser (R)","$1083834","$12933","1.19%","Raised over $100k"
"ArmstrongKelly Armstrong (R)","$2068973","$24166","1.17%","Raised over $100k"
"AmodeiMark Amodei (R)","$1192886","$13719","1.15%","Raised over $100k"
"SimpsonMike Simpson (R)","$1618707","$18470","1.14%","Raised over $100k"
"WatersMaxine Waters (D)","$1243263","$13924","1.12%","Raised over $100k"
"BarraganNanette Barragan (D)","$1200876","$13315","1.11%","Raised over $100k"
"SessionsPete Sessions (R)","$842085","$8954","1.06%","Raised over $100k"
"CorreaLou Correa (D)","$1290956","$13652","1.06%","Raised over $100k"
"BrownAnthony Brown (D)","$448889","$4626","1.03%","Raised over $100k"
"McKinleyDavid McKinley (R)","$2111036","$21277","1.01%","Raised over $100k"
"DesjarlaisScott Desjarlais (R)","$170488","$1713","1.00%","Raised over $100k"
"EspaillatAdriano Espaillat (D)","$1280491","$12806","1.00%","Raised over $100k"
"GrangerKay Granger (R)","$1979591","$19302","0.98%","Raised over $100k"
"ScottAustin Scott (R)","$821873","$7800","0.95%","Raised over $100k"
"VeaseyMarc Veasey (D)","$1831488","$17043","0.93%","Raised over $100k"
"ComerJames Comer (R)","$1643107","$15007","0.91%","Raised over $100k"
"BoyleBrendan Boyle (D)","$1688903","$15122","0.90%","Raised over $100k"
"MooreBlake Moore (R)","$1588701","$13558","0.85%","Raised over $100k"
"SanchezLinda Sanchez (D)","$1506444","$12747","0.85%","Raised over $100k"
"MillerCarol Miller (R)","$1232575","$10292","0.84%","Raised over $100k"
"NorcrossDon Norcross (D)","$2158894","$18015","0.83%","Raised over $100k"
"PalloneFrank Pallone Jr. (D)","$3130440","$25335","0.81%","Raised over $100k"
"BurrRichard Burr (R)","$482435","$3890","0.81%","Raised over $100k"
"YarmuthJohn Yarmuth (D)","$190564","$1434","0.75%","Raised over $100k"
"CostaJim Costa (D)","$2022815","$15190","0.75%","Raised over $100k"
"QuigleyMike Quigley (D)","$1053624","$7874","0.75%","Raised over $100k"
"SotoDarren Soto (D)","$1326128","$9708","0.73%","Raised over $100k"
"WilliamsRoger Williams (R)","$1767650","$12767","0.72%","Raised over $100k"
"SablanGregorio Sablan (I)","$27509","$192","0.70%","Raised less than $100k"
"Cherfilus-McCormickSheila Cherfilus-McCormick (D)","$4284982","$27883","0.65%","Raised over $100k"
"RushBobby Rush (D)","$193193","$1243","0.64%","Raised over $100k"
"GoodenLance Gooden (R)","$1038969","$6112","0.59%","Raised over $100k"
"NealRichard E Neal (D)","$3477197","$19425","0.56%","Raised over $100k"
"TroneDavid Trone (D)","$10504350","$58216","0.55%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$1822418","$9763","0.54%","Raised over $100k"
"LynchStephen Lynch (D)","$960566","$4834","0.50%","Raised over $100k"
"SiresAlbio Sires (D)","$206340","$950","0.46%","Raised over $100k"
"ButterfieldG K Butterfield (D)","$217084","$915","0.42%","Raised over $100k"
"RutherfordJohn Rutherford (R)","$782953","$3298","0.42%","Raised over $100k"
"SanMichael San Nicolas (D)","$13025","$50","0.38%","Raised less than $100k"
"FleischmannChuck Fleischmann (R)","$635211","$2416","0.38%","Raised over $100k"
"RogersHal Rogers (R)","$809396","$2822","0.35%","Raised over $100k"
"CurtisJohn Curtis (R)","$2134497","$7143","0.33%","Raised over $100k"
"CohenSteve Cohen (D)","$546322","$1774","0.32%","Raised over $100k"
"RogersMike D Rogers (R)","$2206156","$7079","0.32%","Raised over $100k"
"MeeksGregory Meeks (D)","$2703713","$7947","0.29%","Raised over $100k"
"JoyceJohn Joyce (R)","$1523590","$4466","0.29%","Raised over $100k"
"BradyKevin Brady (R)","$273428","$765","0.28%","Raised over $100k"
"DoyleMike Doyle (D)","$179653","$450","0.25%","Raised over $100k"
"ArringtonJodey Arrington (R)","$2062345","$4934","0.24%","Raised over $100k"
"BucshonLarry Bucshon (R)","$1419756","$3155","0.22%","Raised over $100k"
"McHenryPatrick McHenry (R)","$3897223","$7655","0.20%","Raised over $100k"
"ScottDavid Scott (D)","$2003983","$3803","0.19%","Raised over $100k"
"ColemanAmata Coleman Radewagen (R)","$57300","$100","0.17%","Raised less than $100k"
"VargasJuan Vargas (D)","$942887","$1413","0.15%","Raised over $100k"
"GravesGarret Graves (R)","$1979602","$2448","0.12%","Raised over $100k"
"PalmerGary Palmer (R)","$1206726","$1167","0.10%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$364950","$162","0.04%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$168661","$1","0.00%","Raised over $100k"
"LeahyPatrick Leahy (D)","$1687934","$0","0.00%","Raised over $100k"
"GreenMark Green (R)","$1703793","$0","0.00%","Raised over $100k"
"TrahanLori Trahan (D)","$1956391","$0","0.00%","Raised over $100k"
"HollingsworthTrey Hollingsworth (R)","-$471960","$13240","-2.81%","Raised less than $100k"
"HiceJody Hice (R)","-$42855","$1670","-3.90%","Raised less than $100k"
