"Name","Total Raised","Total from Small Donors","Percent from Small Donors*","total money raised"
"FrelinghuysenRodney Frelinghuysen (R)","$1101628","$32296","2.93%","Raised over $100k"
"CritzMark Critz (D)","$2600190","$75973","2.92%","Raised over $100k"
"NunneleeAlan Nunnelee (R)","$1467760","$42781","2.91%","Raised over $100k"
"AlexanderLamar Alexander (R)","$6372925","$185067","2.90%","Raised over $100k"
"SanchezLinda Sanchez (D)","$1048195","$30333","2.89%","Raised over $100k"
"RunyanJon Runyan (R)","$2080014","$59322","2.85%","Raised over $100k"
"RichardsonLaura Richardson (D)","$599696","$17046","2.84%","Raised over $100k"
"UptonFred Upton (R)","$4129538","$116963","2.83%","Raised over $100k"
"GerlachJim Gerlach (R)","$2234892","$62231","2.78%","Raised over $100k"
"KingstonJack Kingston (R)","$1248412","$34686","2.78%","Raised over $100k"
"BrownCorrine Brown (D)","$610072","$16833","2.76%","Raised over $100k"
"GuthrieBrett Guthrie (R)","$1577907","$43437","2.75%","Raised over $100k"
"StarkPete Stark (D)","$939654","$25822","2.75%","Raised over $100k"
"WydenRon Wyden (D)","$7374973","$201245","2.73%","Raised over $100k"
"StearnsCliff Stearns (R)","$712777","$19425","2.73%","Raised over $100k"
"KildeeDale E Kildee (D)","$103244","$2800","2.71%","Raised over $100k"
"WhitfieldEd Whitfield (R)","$1917049","$51824","2.70%","Raised over $100k"
"FloresBill Flores (R)","$1301529","$35171","2.70%","Raised over $100k"
"ScottAustin Scott (R)","$1114641","$29940","2.69%","Raised over $100k"
"ReedJack Reed (D)","$4560746","$122395","2.68%","Raised over $100k"
"PascrellBill Pascrell Jr (D)","$2861095","$75383","2.63%","Raised over $100k"
"BoustanyCharles W Boustany Jr (R)","$4496594","$118075","2.63%","Raised over $100k"
"TurnerMichael R Turner (R)","$1232450","$32164","2.61%","Raised over $100k"
"YoderKevin Yoder (R)","$1723480","$44765","2.60%","Raised over $100k"
"MurkowskiLisa Murkowski (R)","$5272590","$136173","2.58%","Raised over $100k"
"BishopSanford D Bishop Jr (D)","$1290956","$33112","2.56%","Raised over $100k"
"DeutchTed Deutch (D)","$1264158","$32337","2.56%","Raised over $100k"
"HEni F H Faleomavaega (D)","$110570","$2820","2.55%","Raised over $100k"
"RuppersbergerDutch Ruppersberger (D)","$1408187","$35876","2.55%","Raised over $100k"
"LoBiondoFrank A LoBiondo (R)","$1566500","$39839","2.54%","Raised over $100k"
"DesjarlaisScott Desjarlais (R)","$1260459","$32032","2.54%","Raised over $100k"
"DavisDanny K Davis (D)","$372212","$9401","2.53%","Raised over $100k"
"BassCharles Bass (R)","$2066088","$52126","2.52%","Raised over $100k"
"LongBilly Long (R)","$924152","$23005","2.49%","Raised over $100k"
"McHenryPatrick McHenry (R)","$1257013","$31196","2.48%","Raised over $100k"
"MeehanPatrick Meehan (R)","$2589845","$63775","2.46%","Raised over $100k"
"RoyceEd Royce (R)","$2746376","$67278","2.45%","Raised over $100k"
"McIntyreMike McIntyre (D)","$2304496","$56025","2.43%","Raised over $100k"
"MoranJim Moran (D)","$1102047","$26675","2.42%","Raised over $100k"
"Roybal-AllardLucille Roybal-Allard (D)","$581440","$14044","2.42%","Raised over $100k"
"TiptonScott Tipton (R)","$2342229","$56482","2.41%","Raised over $100k"
"NadlerJerrold Nadler (D)","$1125304","$27109","2.41%","Raised over $100k"
"RiveraDavid Rivera (R)","$609503","$14652","2.40%","Raised over $100k"
"GrimmMichael Grimm (R)","$2263994","$54374","2.40%","Raised over $100k"
"AderholtRobert B Aderholt (R)","$1247169","$29879","2.40%","Raised over $100k"
"ColeTom Cole (R)","$1016546","$24253","2.39%","Raised over $100k"
"JenkinsLynn Jenkins (R)","$1948903","$46381","2.38%","Raised over $100k"
"ThompsonBennie G Thompson (D)","$1208368","$28704","2.38%","Raised over $100k"
"BonnerJo Bonner (R)","$1140567","$26755","2.35%","Raised over $100k"
"GreenAl Green (D)","$351713","$8218","2.34%","Raised over $100k"
"GingreyPhil Gingrey (R)","$1720190","$40094","2.33%","Raised over $100k"
"BuchananVernon Buchanan (R)","$2209719","$51501","2.33%","Raised over $100k"
"GreenGene Green (D)","$1012295","$23525","2.32%","Raised over $100k"
"WatersMaxine Waters (D)","$729888","$16276","2.23%","Raised over $100k"
"CorkerBob Corker (R)","$14412168","$319297","2.22%","Raised over $100k"
"MaloneyCarolyn B Maloney (D)","$1746929","$38607","2.21%","Raised over $100k"
"BacaJoe Baca (D)","$1046528","$22961","2.19%","Raised over $100k"
"PryorMark Pryor (D)","$5910612","$128630","2.18%","Raised over $100k"
"WestmorelandLynn A Westmoreland (R)","$1067726","$23101","2.16%","Raised over $100k"
"QuayleBen Quayle (R)","$2174350","$46283","2.13%","Raised over $100k"
"NealRichard E Neal (D)","$1793587","$37710","2.10%","Raised over $100k"
"ShulerHeath Shuler (D)","$558992","$11580","2.07%","Raised over $100k"
"BlackDiane Black (R)","$2437230","$50410","2.07%","Raised over $100k"
"PalazzoSteven Palazzo (R)","$926893","$19150","2.07%","Raised over $100k"
"FincherSteve Fincher (R)","$2251746","$46170","2.05%","Raised over $100k"
"BarrowJohn Barrow (D)","$2876918","$58053","2.02%","Raised over $100k"
"RokitaTodd Rokita (R)","$1321278","$26328","1.99%","Raised over $100k"
"MenendezRobert Menendez (D)","$17344783","$333832","1.92%","Raised over $100k"
"McCaulMichael McCaul (R)","$1124340","$21501","1.91%","Raised over $100k"
"PastorEd Pastor (D)","$1025611","$19554","1.91%","Raised over $100k"
"MckeonBuck Mckeon (R)","$1980080","$37508","1.89%","Raised over $100k"
"NeugebauerRandy Neugebauer (R)","$1561331","$29173","1.87%","Raised over $100k"
"PalloneFrank Pallone Jr (D)","$1868760","$34643","1.85%","Raised over $100k"
"NapolitanoGrace Napolitano (D)","$540770","$9853","1.82%","Raised over $100k"
"RothmanSteven R Rothman (D)","$1458568","$26476","1.82%","Raised over $100k"
"NelsonBen Nelson (D)","$4431358","$78656","1.77%","Raised over $100k"
"OlsonPete Olson (R)","$1439597","$24710","1.72%","Raised over $100k"
"RogersMike D Rogers (R)","$1069891","$18285","1.71%","Raised over $100k"
"LofgrenZoe Lofgren (D)","$858985","$14602","1.70%","Raised over $100k"
"LandryJeff Landry (R)","$2283073","$38771","1.70%","Raised over $100k"
"FlemingJohn Fleming (R)","$1619170","$27043","1.67%","Raised over $100k"
"CarperTom Carper (D)","$4882503","$81222","1.66%","Raised over $100k"
"WoodallRob Woodall (R)","$382946","$6263","1.64%","Raised over $100k"
"HallRalph Hall (R)","$563641","$9110","1.62%","Raised over $100k"
"DingellJohn D Dingell (D)","$1444696","$23274","1.61%","Raised over $100k"
"SchumerCharles E Schumer (D)","$20645269","$330190","1.60%","Raised over $100k"
"ReyesSilvestre Reyes (D)","$1251707","$19443","1.55%","Raised over $100k"
"RockefellerJay Rockefeller (D)","$6233913","$95834","1.54%","Raised over $100k"
"ManchinJoe Manchin (D)","$9467003","$144789","1.53%","Raised over $100k"
"LipinskiDaniel Lipinski (D)","$825518","$12439","1.51%","Raised over $100k"
"EngelEliot L Engel (D)","$1062606","$15937","1.50%","Raised over $100k"
"StiversSteve Stivers (R)","$2748358","$40377","1.47%","Raised over $100k"
"WaxmanHenry Waxman (D)","$1894271","$27350","1.44%","Raised over $100k"
"SnoweOlympia Snowe (R)","$1239913","$17370","1.40%","Raised over $100k"
"DuncanJohn J Duncan Jr (R)","$650922","$9119","1.40%","Raised over $100k"
"BradyRobert A Brady (D)","$746273","$10435","1.40%","Raised over $100k"
"MarchantKenny Marchant (R)","$829632","$11589","1.40%","Raised over $100k"
"DicksNorm Dicks (D)","$629113","$8785","1.40%","Raised over $100k"
"AltmireJason Altmire (D)","$1636261","$22693","1.39%","Raised over $100k"
"EnziMike Enzi (R)","$2112134","$28968","1.37%","Raised over $100k"
"FleischmannChuck Fleischmann (R)","$1412229","$19051","1.35%","Raised over $100k"
"BartonJoe Barton (R)","$1535592","$20560","1.34%","Raised over $100k"
"DreierDavid Dreier (R)","$121778","$1615","1.33%","Raised over $100k"
"BachusSpencer Bachus (R)","$2725004","$35747","1.31%","Raised over $100k"
"ShusterBill Shuster (R)","$1674736","$21690","1.30%","Raised over $100k"
"BermanHoward L Berman (D)","$4684926","$60075","1.28%","Raised over $100k"
"ScottDavid Scott (D)","$976669","$11955","1.22%","Raised over $100k"
"GrahamLindsey Graham (R)","$7630218","$92452","1.21%","Raised over $100k"
"IsraelSteve Israel (D)","$3186021","$37601","1.18%","Raised over $100k"
"BurgessMichael Burgess (R)","$1054607","$12438","1.18%","Raised over $100k"
"HinojosaRuben Hinojosa (D)","$592033","$6965","1.18%","Raised over $100k"
"SessionsPete Sessions (R)","$1836552","$21545","1.17%","Raised over $100k"
"CuellarHenry Cuellar (D)","$1672433","$19131","1.14%","Raised over $100k"
"ShermanBrad Sherman (D)","$3201860","$36059","1.13%","Raised over $100k"
"SullivanJohn Sullivan (R)","$1181556","$13100","1.11%","Raised over $100k"
"CrowleyJoseph Crowley (D)","$2577592","$28405","1.10%","Raised over $100k"
"SerranoJose E Serrano (D)","$212068","$2318","1.09%","Raised over $100k"
"MarkeyEd Markey (D)","$1091666","$11867","1.09%","Raised over $100k"
"CampDave Camp (R)","$4476145","$48555","1.08%","Raised over $100k"
"ClyburnJames E Clyburn (D)","$2388048","$24970","1.05%","Raised over $100k"
"DenhamJeff Denham (R)","$2756589","$28558","1.04%","Raised over $100k"
"McCarthyKevin McCarthy (R)","$4578119","$47095","1.03%","Raised over $100k"
"CarterJohn Carter (R)","$885684","$9041","1.02%","Raised over $100k"
"ScottTim Scott (R)","$1680567","$17002","1.01%","Raised over $100k"
"GravesSam Graves (R)","$1357981","$13557","1.00%","Raised over $100k"
"ScaliseSteve Scalise (R)","$1436751","$14155","0.99%","Raised over $100k"
"RushBobby L Rush (D)","$498765","$4907","0.98%","Raised over $100k"
"AckermanGary Ackerman (D)","$413790","$4043","0.98%","Raised over $100k"
"JohnsonHank Johnson (D)","$448223","$4374","0.98%","Raised over $100k"
"DoyleMike Doyle (D)","$870614","$8493","0.98%","Raised over $100k"
"HoyerSteny H Hoyer (D)","$4155103","$39210","0.94%","Raised over $100k"
"NunesDevin Nunes (R)","$1551897","$14249","0.92%","Raised over $100k"
"HatchOrrin G Hatch (R)","$11577851","$105024","0.91%","Raised over $100k"
"RahallNick Rahall (D)","$1359430","$12118","0.89%","Raised over $100k"
"PompeoMike Pompeo (R)","$1915080","$16870","0.88%","Raised over $100k"
"CrapoMike Crapo (R)","$5261398","$45286","0.86%","Raised over $100k"
"RibbleReid Ribble (R)","$2320569","$19942","0.86%","Raised over $100k"
"CalvertKen Calvert (R)","$1091573","$9199","0.84%","Raised over $100k"
"CostaJim Costa (D)","$1483126","$12494","0.84%","Raised over $100k"
"BishopRob Bishop (R)","$353367","$2751","0.78%","Raised over $100k"
"AlexanderRodney Alexander (R)","$1375551","$10328","0.75%","Raised over $100k"
"WattMelvin L Watt (D)","$852387","$6239","0.73%","Raised over $100k"
"GutierrezLuis V Gutierrez (D)","$344048","$2442","0.71%","Raised over $100k"
"MillerGary Miller (R)","$1271829","$8758","0.69%","Raised over $100k"
"PierluisiPedro Pierluisi (D)","$1757995","$12105","0.69%","Raised over $100k"
"RichmondCedric Richmond (D)","$937451","$6237","0.67%","Raised over $100k"
"JacksonSheila Jackson Lee (D)","$600451","$3984","0.66%","Raised over $100k"
"CochranThad Cochran (R)","$2660993","$16843","0.63%","Raised over $100k"
"RogersHal Rogers (R)","$1535445","$9320","0.61%","Raised over $100k"
"SiresAlbio Sires (D)","$663827","$3775","0.57%","Raised over $100k"
"BradyKevin Brady (R)","$1385894","$5754","0.42%","Raised over $100k"
"LaTouretteSteve LaTourette (R)","$1070539","$3935","0.37%","Raised over $100k"
"Diaz-BalartMario Diaz-Balart (R)","$852973","$3000","0.35%","Raised over $100k"
"GonzalezCharlie A Gonzalez (D)","$417269","$1310","0.31%","Raised over $100k"
"BecerraXavier Becerra (D)","$1850000","$5741","0.31%","Raised over $100k"
"MeeksGregory W Meeks (D)","$740897","$2185","0.29%","Raised over $100k"
"LiebermanJoe Lieberman (I)","$631393","$1725","0.27%","Raised over $100k"
"LautenbergFrank R Lautenberg (D)","$7654441","$17476","0.23%","Raised over $100k"
"LeahyPatrick Leahy (D)","$4851148","$9175","0.19%","Raised over $100k"
"ShelbyRichard C Shelby (R)","$8538662","$12962","0.15%","Raised over $100k"
"BraleyBruce Braley (D)","$2687008","$3798","0.14%","Raised over $100k"
"BaucusMax Baucus (D)","$12383551","$16928","0.14%","Raised over $100k"
"ConradKent Conrad (D)","$1502492","$1855","0.12%","Raised over $100k"
"AkakaDaniel K Akaka (D)","$271210","$330","0.12%","Raised over $100k"
"HoldenTim Holden (D)","$1150156","$747","0.06%","Raised over $100k"
"BingamanJeff Bingaman (D)","$926490","$461","0.05%","Raised over $100k"
"BaileyKay Bailey Hutchison (R)","$2532574","$894","0.04%","Raised over $100k"
"KohlHerb Kohl (D)","$1595551","$270","0.02%","Raised over $100k"
"PerlmutterEdwin G Perlmutter (D)","$2975376","$390","0.01%","Raised over $100k"
"ViscloskyPete Visclosky (D)","$785240","$100","0.01%","Raised over $100k"
"KindRon Kind (D)","$1979017","$0","0.00%","Raised over $100k"
"WelchPeter Welch (D)","$950026","$0","0.00%","Raised over $100k"
"TiberiPat Tiberi (R)","$3375830","$0","0.00%","Raised over $100k"
"AndrewsRobert E Andrews (D)","$1510757","$0","0.00%","Raised over $100k"
"AnnJo Ann Emerson (R)","$1516761","$0","0.00%","Raised over $100k"
"Ros-LehtinenIleana Ros-Lehtinen (R)","$2146246","$0","0.00%","Raised over $100k"
"CrenshawAnder Crenshaw (R)","$543227","$0","0.00%","Raised over $100k"
"LewisJerry Lewis (R)","$206119","$0","0.00%","Raised over $100k"
